,,,,
Saldos de productos,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,
811003961-9,,,,
"Miércoles, 31 de Diciembre de 2025 ",,,,
,,,,
,,,,
Código producto,Nombre producto,Referencia de fábrica,Saldo cantidades,
406246,SABOR CONCENTRADO LULO LF-435,,1.70,
Producto: 406249 - SABOR CONCENTRADO CEBOLLA OC-615/5,,,0.02,
Bodega: 6 - COLSABOR UNICA,,,0.02,
406249,SABOR CONCENTRADO CEBOLLA OC-615/5,,0.02,
Producto: 406250 - SABOR CONCENTRADO OREGANO CC-614/5 X KG.,,,0.03,
Bodega: 6 - COLSABOR UNICA,,,0.03,
406250,SABOR CONCENTRADO OREGANO CC-614/5 X KG.,,0.03,
Producto: 406259 - SABOR CONCENTRADO MANGO MF-465R X KG.,,,3.68,
Bodega: 6 - COLSABOR UNICA,,,3.68,
406259,SABOR CONCENTRADO MANGO MF-465R X KG.,,3.68,
Producto: 406260 - SABOR CONCENTRADO MANTEQUILLA BF-404 X KG.,,,-0.03,
Bodega: 6 - COLSABOR UNICA,,,-0.03,
406260,SABOR CONCENTRADO MANTEQUILLA BF-404 X KG.,,-0.03,
Producto: 406262 - SABOR CONCENTRADO FRAMBUESA RF-424 X KG.,,,0.23,
Bodega: 6 - COLSABOR UNICA,,,0.23,
406262,SABOR CONCENTRADO FRAMBUESA RF-424 X KG.,,0.23,
Producto: 406264 - SABOR CONCENTRADO LIMA-LIMON LF-201T X KG.,,,6.45,
Bodega: 6 - COLSABOR UNICA,,,6.45,
406264,SABOR CONCENTRADO LIMA-LIMON LF-201T X KG.,,6.45,
Producto: 406265 - SABOR CONCENTRADO UVA GF-602T X KG.,,,2.15,
Bodega: 6 - COLSABOR UNICA,,,2.15,
406265,SABOR CONCENTRADO UVA GF-602T X KG.,,2.15,
Producto: 406266 - SABOR CONCENTRADO MANDARINA MF-239T,,,0.86,
Bodega: 6 - COLSABOR UNICA,,,0.86,
406266,SABOR CONCENTRADO MANDARINA MF-239T,,0.86,
Producto: 406268 - SABOR CONCENTRADO COFFEE DELIGHT CF-573RT,,,0.55,
Bodega: 6 - COLSABOR UNICA,,,0.55,
406268,SABOR CONCENTRADO COFFEE DELIGHT CF-573RT,,0.55,
Producto: 406270 - SABOR CONCENTRADO NARANJA PIÑA OF-422 X KG.,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
406270,SABOR CONCENTRADO NARANJA PIÑA OF-422 X KG.,,12.00,
Producto: 406271 - SABOR CONCENTRADO SALPICON SF-367,,,1.81,
Bodega: 6 - COLSABOR UNICA,,,1.81,
406271,SABOR CONCENTRADO SALPICON SF-367,,1.81,
Producto: 406274 - SABOR CONCENTRADO LECHE CONDENSADA MF-441 X KL,,,7.82,
Bodega: 6 - COLSABOR UNICA,,,7.82,
406274,SABOR CONCENTRADO LECHE CONDENSADA MF-441 X KL,,7.82,
Producto: 406277 - SABOR CONCENTRADO VAINILLA BOURBON VF-271Z X KL,,,37.30,
Bodega: 6 - COLSABOR UNICA,,,37.30,
406277,SABOR CONCENTRADO VAINILLA BOURBON VF-271Z X KL,,37.30,
Producto: 406284 - SABOR CONCENTRADO YOGUR YF-806 X KG,,,1.96,
Bodega: 6 - COLSABOR UNICA,,,1.96,
406284,SABOR CONCENTRADO YOGUR YF-806 X KG,,1.96,
Producto: 406285 - SABOR CONCENTRADO JAMON JC-376 X KL,,,1.26,
Bodega: 6 - COLSABOR UNICA,,,1.26,
406285,SABOR CONCENTRADO JAMON JC-376 X KL,,1.26,
Producto: 406288 - SABOR CONCENTRADO MENTOLIPTUS MF-431,,,0.04,
Bodega: 6 - COLSABOR UNICA,,,0.04,
406288,SABOR CONCENTRADO MENTOLIPTUS MF-431,,0.04,
Producto: 406291 - SABOR CONCENTRADO CEREZA GRANADINA CF-664 X KG,,,0.19,
Bodega: 6 - COLSABOR UNICA,,,0.19,
406291,SABOR CONCENTRADO CEREZA GRANADINA CF-664 X KG,,0.19,
Producto: 406292 - SABOR CONCENTRADO VODKA BGL VF-861 x KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
406292,SABOR CONCENTRADO VODKA BGL VF-861 x KG,,1.00,
Producto: 406293 - SABOR CONCENTRADO AREQUIPE AF-645 X KL,,,0.50,
Bodega: 6 - COLSABOR UNICA,,,0.50,
406293,SABOR CONCENTRADO AREQUIPE AF-645 X KL,,0.50,
Producto: 406294 - SABOR CONCENTRADO ZANAHORIA CF-657 X KG.,,,9.19,
Bodega: 6 - COLSABOR UNICA,,,9.19,
406294,SABOR CONCENTRADO ZANAHORIA CF-657 X KG.,,9.19,
Producto: 406296 - SABOR CONCENTRADO WHISKY WF-537 X KG,,,0.15,
Bodega: 6 - COLSABOR UNICA,,,0.15,
406296,SABOR CONCENTRADO WHISKY WF-537 X KG,,0.15,
Producto: 406297 - SABOR CONCENTRADO UVA GF 554 AT X KL,,,0.89,
Bodega: 6 - COLSABOR UNICA,,,0.89,
406297,SABOR CONCENTRADO UVA GF 554 AT X KL,,0.89,
Producto: 406298 - SABOR CONCENTRADO FRESA NI GC-001 T X KG.,,,8.27,
Bodega: 6 - COLSABOR UNICA,,,8.27,
406298,SABOR CONCENTRADO FRESA NI GC-001 T X KG.,,8.27,
Producto: 40630 - SABOR CONCENTRADO PISTACHO PF-259R X KG.,,,0.13,
Bodega: 6 - COLSABOR UNICA,,,0.13,
40630,SABOR CONCENTRADO PISTACHO PF-259R X KG.,,0.13,
Producto: 406301 - SABOR CONCENTRADO MARGARINA MF-347DC X KG,,,8.95,
Bodega: 6 - COLSABOR UNICA,,,8.95,
406301,SABOR CONCENTRADO MARGARINA MF-347DC X KG,,8.95,
Producto: 406304 - SABOR CONCENTRADO NARANJA OF 584ADC X KG,,,2.76,
Bodega: 6 - COLSABOR UNICA,,,2.76,
406304,SABOR CONCENTRADO NARANJA OF 584ADC X KG,,2.76,
Producto: 406306 - SABOR CONCENTRADO BANANO BF-214DC X KG,,,6.25,
Bodega: 6 - COLSABOR UNICA,,,6.25,
406306,SABOR CONCENTRADO BANANO BF-214DC X KG,,6.25,
Producto: 406307 - SABOR CONCENTRADO PONQUE PF-249DC X KG,,,0.89,
Bodega: 6 - COLSABOR UNICA,,,0.89,
406307,SABOR CONCENTRADO PONQUE PF-249DC X KG,,0.89,
Producto: 406310 - SABOR CONCENTRADO COCO NEGRO CF-222 TDC X KG,,,4.75,
Bodega: 6 - COLSABOR UNICA,,,4.75,
406310,SABOR CONCENTRADO COCO NEGRO CF-222 TDC X KG,,4.75,
Producto: 406311 - SABOR CONCENTRADO MANZANILLA CF-670 X KL,,,9.30,
Bodega: 6 - COLSABOR UNICA,,,9.30,
406311,SABOR CONCENTRADO MANZANILLA CF-670 X KL,,9.30,
Producto: 406312 - SABOR CONCENTRADO CARNE CF-623,,,0.18,
Bodega: 6 - COLSABOR UNICA,,,0.18,
406312,SABOR CONCENTRADO CARNE CF-623,,0.18,
Producto: 406313 - SABOR CONCENTRADO LIMON JENGIBRE LF-497T X KL,,,5.60,
Bodega: 6 - COLSABOR UNICA,,,5.60,
406313,SABOR CONCENTRADO LIMON JENGIBRE LF-497T X KL,,5.60,
Producto: 406314 - SABOR CONCENTRADO VAINILLA CANELA VF-647 X KG,,,0.20,
Bodega: 6 - COLSABOR UNICA,,,0.20,
406314,SABOR CONCENTRADO VAINILLA CANELA VF-647 X KG,,0.20,
Producto: 406315 - SABOR CONCENTRADO VAINILEO VF-725Z X KL,,,0.03,
Bodega: 6 - COLSABOR UNICA,,,0.03,
406315,SABOR CONCENTRADO VAINILEO VF-725Z X KL,,0.03,
Producto: 406316 - EUCALIPTO AROMA EA 540 X KG,,,9.68,
Bodega: 6 - COLSABOR UNICA,,,9.68,
406316,EUCALIPTO AROMA EA 540 X KG,,9.68,
Producto: 406318 - SABOR CONCENTRADO MANTEQUILLA BF-327RTZDC X KG,,,10.65,
Bodega: 6 - COLSABOR UNICA,,,10.65,
406318,SABOR CONCENTRADO MANTEQUILLA BF-327RTZDC X KG,,10.65,
Producto: 406319 - SABOR CONCENTRADO MANTEQUILLA BF-327RTZ X KG,,,17.70,
Bodega: 6 - COLSABOR UNICA,,,17.70,
406319,SABOR CONCENTRADO MANTEQUILLA BF-327RTZ X KG,,17.70,
Producto: 406320 - SABOR CONCENTRADO VAINILEO VF-326RZDC X KG,,,34.75,
Bodega: 6 - COLSABOR UNICA,,,34.75,
406320,SABOR CONCENTRADO VAINILEO VF-326RZDC X KG,,34.75,
Producto: 406321 - SABOR CONCENTRADO VAINILEO VF-326RZ X KG,,,26.86,
Bodega: 6 - COLSABOR UNICA,,,26.86,
406321,SABOR CONCENTRADO VAINILEO VF-326RZ X KG,,26.86,
Producto: 406322 - SABOR CONCENTRADO CAFE CF-696R X KG,,,1.84,
Bodega: 6 - COLSABOR UNICA,,,1.84,
406322,SABOR CONCENTRADO CAFE CF-696R X KG,,1.84,
Producto: 406323 - FRUTOS ROJOS RF 402 COLOR X KG,,,0.65,
Bodega: 6 - COLSABOR UNICA,,,0.65,
406323,FRUTOS ROJOS RF 402 COLOR X KG,,0.65,
Producto: 406324 - SABOR CONCENTRADO FRUTOS ROJOS RF-681 X KG,,,14.09,
Bodega: 6 - COLSABOR UNICA,,,14.09,
406324,SABOR CONCENTRADO FRUTOS ROJOS RF-681 X KG,,14.09,
Producto: 406325 - MARACUYA PIÑA PF 668T X KG,,,0.70,
Bodega: 6 - COLSABOR UNICA,,,0.70,
406325,MARACUYA PIÑA PF 668T X KG,,0.70,
Producto: 406326 - SABOR CONCENTRADO BARBECUE BC 604R X KG,,,1.56,
Bodega: 6 - COLSABOR UNICA,,,1.56,
406326,SABOR CONCENTRADO BARBECUE BC 604R X KG,,1.56,
Producto: 406327 - SABOR CONCENTRADO CARAMELO CF 225DC X KG,,,1.68,
Bodega: 6 - COLSABOR UNICA,,,1.68,
406327,SABOR CONCENTRADO CARAMELO CF 225DC X KG,,1.68,
Producto: 40633 - SABOR CONCENTRADO LIMON LF-238T,,,16.90,
Bodega: 6 - COLSABOR UNICA,,,16.90,
40633,SABOR CONCENTRADO LIMON LF-238T,,16.90,
Producto: 406330 - CAFE EXTRAIDO GRANO  X KG,,,1.07,
Bodega: 6 - COLSABOR UNICA,,,1.07,
406330,CAFE EXTRAIDO GRANO  X KG,,1.07,
Producto: 40637 - SABOR CONCENTRADO KOLA NEGRA KF-599,,,0.38,
Bodega: 6 - COLSABOR UNICA,,,0.38,
40637,SABOR CONCENTRADO KOLA NEGRA KF-599,,0.38,
Producto: 406400 - VAINILLA AROMA VF-800,,,0.96,
Bodega: 6 - COLSABOR UNICA,,,0.96,
406400,VAINILLA AROMA VF-800,,0.96,
Producto: 40645 - SABOR CONCENTRADO FRESA SF-548 RDC X KG.,,,22.45,
Bodega: 6 - COLSABOR UNICA,,,22.45,
40645,SABOR CONCENTRADO FRESA SF-548 RDC X KG.,,22.45,
Producto: 40652 - SABOR CONCENTRADO TRES LECHES TF-653 X KG,,,7.80,
Bodega: 6 - COLSABOR UNICA,,,7.80,
40652,SABOR CONCENTRADO TRES LECHES TF-653 X KG,,7.80,
Producto: 40653 - SABOR CONCENTRADO ALMENDRA AA-649 X KG,,,0.33,
Bodega: 6 - COLSABOR UNICA,,,0.33,
40653,SABOR CONCENTRADO ALMENDRA AA-649 X KG,,0.33,
Producto: 40654 - SABOR CONCENTRADO AJO GC-563/5 X KG.,,,0.16,
Bodega: 6 - COLSABOR UNICA,,,0.16,
40654,SABOR CONCENTRADO AJO GC-563/5 X KG.,,0.16,
Producto: 40655 - SABOR CONCENTRADO HIERBABUENA SF-292T X KG,,,7.70,
Bodega: 6 - COLSABOR UNICA,,,7.70,
40655,SABOR CONCENTRADO HIERBABUENA SF-292T X KG,,7.70,
Producto: 40656 - SABOR CONCENTRADO LIMONCILLO LF-245T X KG,,,2.10,
Bodega: 6 - COLSABOR UNICA,,,2.10,
40656,SABOR CONCENTRADO LIMONCILLO LF-245T X KG,,2.10,
Producto: 40657 - SABOR CONCENTRADO LIMON LF-238RT X KG,,,0.01,
Bodega: 6 - COLSABOR UNICA,,,0.01,
40657,SABOR CONCENTRADO LIMON LF-238RT X KG,,0.01,
Producto: 40660 - SABOR CONCENTRADO MANTEQUILLA QUESO BF-366 X KL,,,0.17,
Bodega: 6 - COLSABOR UNICA,,,0.17,
40660,SABOR CONCENTRADO MANTEQUILLA QUESO BF-366 X KL,,0.17,
Producto: 40662 - SABOR CONCENTRADO NARANJA OF 523 X KG,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
40662,SABOR CONCENTRADO NARANJA OF 523 X KG,,2.00,
Producto: 40664 - SABOR CONCENTRADO VAINILEO VF-629 X KG,,,1.36,
Bodega: 6 - COLSABOR UNICA,,,1.36,
40664,SABOR CONCENTRADO VAINILEO VF-629 X KG,,1.36,
Producto: 40668 - SABOR CONCENTRADO MENTA MF-482R X KG,,,1.14,
Bodega: 6 - COLSABOR UNICA,,,1.14,
40668,SABOR CONCENTRADO MENTA MF-482R X KG,,1.14,
Producto: 40670 - SABOR CONCENTRADO CANELA CF-217DC X KG,,,-0.03,
Bodega: 6 - COLSABOR UNICA,,,-0.03,
40670,SABOR CONCENTRADO CANELA CF-217DC X KG,,-0.03,
Producto: 40672 - SABOR CONCENTRADO FRESA FANTASIA SF-439,,,0.40,
Bodega: 6 - COLSABOR UNICA,,,0.40,
40672,SABOR CONCENTRADO FRESA FANTASIA SF-439,,0.40,
Producto: 40673 - SABOR CONCENTRADO JENGIBRE GC-369 X KL,,,9.10,
Bodega: 6 - COLSABOR UNICA,,,9.10,
40673,SABOR CONCENTRADO JENGIBRE GC-369 X KL,,9.10,
Producto: 40675 - SABOR CONCENTRADO CHOCOLO CF-414 X KL,,,8.80,
Bodega: 6 - COLSABOR UNICA,,,8.80,
40675,SABOR CONCENTRADO CHOCOLO CF-414 X KL,,8.80,
Producto: 40676 - SABOR CONCENTRADO MORAZUL BF-445T X KL,,,0.42,
Bodega: 6 - COLSABOR UNICA,,,0.42,
40676,SABOR CONCENTRADO MORAZUL BF-445T X KL,,0.42,
Producto: 40677 - SABOR CONCENTRADO MANTEQUILLA BF-105R X KL,,,3.38,
Bodega: 6 - COLSABOR UNICA,,,3.38,
40677,SABOR CONCENTRADO MANTEQUILLA BF-105R X KL,,3.38,
Producto: 40678 - SABOR CONCENTRADO FRESA SF-228T X KL,,,0.85,
Bodega: 6 - COLSABOR UNICA,,,0.85,
40678,SABOR CONCENTRADO FRESA SF-228T X KL,,0.85,
Producto: 40679 - EXTRACTO DE CHOCOLATE NATURAL R070F-2,,,2.50,
Bodega: 6 - COLSABOR UNICA,,,2.50,
40679,EXTRACTO DE CHOCOLATE NATURAL R070F-2,,2.50,
Producto: 40680 - ALMENDRA AROMA AA-651 X KG,,,0.37,
Bodega: 6 - COLSABOR UNICA,,,0.37,
40680,ALMENDRA AROMA AA-651 X KG,,0.37,
Producto: 40681 - SABOR CONCENTRADO QUESO CF-550DC X KG,,,0.94,
Bodega: 6 - COLSABOR UNICA,,,0.94,
40681,SABOR CONCENTRADO QUESO CF-550DC X KG,,0.94,
Producto: 406820 - SABOR CONCENTRADO TROPICAL TF-656 X KG,,,8.70,
Bodega: 6 - COLSABOR UNICA,,,8.70,
406820,SABOR CONCENTRADO TROPICAL TF-656 X KG,,8.70,
Producto: 406823 - SABOR CONCENTRADO MAYONESA MF-665R X KL,,,1.63,
Bodega: 6 - COLSABOR UNICA,,,1.63,
406823,SABOR CONCENTRADO MAYONESA MF-665R X KL,,1.63,
Producto: 40683 - SABOR CONCENTRADO MENTA PIPERITA MF-343A X KL,,,3.72,
Bodega: 6 - COLSABOR UNICA,,,3.72,
40683,SABOR CONCENTRADO MENTA PIPERITA MF-343A X KL,,3.72,
Producto: 40684 - SABOR CONCENTRADO MORAZUL BF-445 X KL,,,1.60,
Bodega: 6 - COLSABOR UNICA,,,1.60,
40684,SABOR CONCENTRADO MORAZUL BF-445 X KL,,1.60,
Producto: 40685 - SABOR CONCENTRADO VAINILLA BANANO VF-699,,,0.78,
Bodega: 6 - COLSABOR UNICA,,,0.78,
40685,SABOR CONCENTRADO VAINILLA BANANO VF-699,,0.78,
Producto: 40687 - SABOR CONCENTRADO MANTEQUILLA SUPER MF-714 X KG,,,10.72,
Bodega: 6 - COLSABOR UNICA,,,10.72,
40687,SABOR CONCENTRADO MANTEQUILLA SUPER MF-714 X KG,,10.72,
Producto: 407000 - SABOR TRIX AJI X KL,,,0.56,
Bodega: 6 - COLSABOR UNICA,,,0.56,
407000,SABOR TRIX AJI X KL,,0.56,
Producto: 407001 - SABOR POLVO TRIX TRES LECHES X KG.,,,0.10,
Bodega: 6 - COLSABOR UNICA,,,0.10,
407001,SABOR POLVO TRIX TRES LECHES X KG.,,0.10,
Producto: 407003 - SABOR POLVO TRIX MAÍZ DULCE X KG.,,,1.06,
Bodega: 6 - COLSABOR UNICA,,,1.06,
407003,SABOR POLVO TRIX MAÍZ DULCE X KG.,,1.06,
Producto: 407004 - SABOR TRIX AREQUIPE X KL,,,12.97,
Bodega: 6 - COLSABOR UNICA,,,12.97,
407004,SABOR TRIX AREQUIPE X KL,,12.97,
Producto: 407008 - SABOR TRIX CANELA X KL,,,6.53,
Bodega: 6 - COLSABOR UNICA,,,6.53,
407008,SABOR TRIX CANELA X KL,,6.53,
Producto: 407009 - SABOR TRIX CARAMELO X KL,,,-9.05,
Bodega: 6 - COLSABOR UNICA,,,-9.05,
407009,SABOR TRIX CARAMELO X KL,,-9.05,
Producto: 407014 - SABOR TRIX COCO X KL,,,1.07,
Bodega: 6 - COLSABOR UNICA,,,1.07,
407014,SABOR TRIX COCO X KL,,1.07,
Producto: 407022 - SABOR TRIX CHOCOLATE X KL,,,3.58,
Bodega: 6 - COLSABOR UNICA,,,3.58,
407022,SABOR TRIX CHOCOLATE X KL,,3.58,
Producto: 407025 - SABOR TRIX FRAMBUESA X KL,,,0.10,
Bodega: 6 - COLSABOR UNICA,,,0.10,
407025,SABOR TRIX FRAMBUESA X KL,,0.10,
Producto: 407026 - SABOR TRIX FRESA COLOR X KL,,,8.18,
Bodega: 6 - COLSABOR UNICA,,,8.18,
407026,SABOR TRIX FRESA COLOR X KL,,8.18,
Producto: 407029 - SABOR TRIX HIERBA BUENA X KL,,,3.74,
Bodega: 6 - COLSABOR UNICA,,,3.74,
407029,SABOR TRIX HIERBA BUENA X KL,,3.74,
Producto: 407033 - SABOR TRIX LECHE CONDENSADA X KL,,,0.36,
Bodega: 6 - COLSABOR UNICA,,,0.36,
407033,SABOR TRIX LECHE CONDENSADA X KL,,0.36,
Producto: 407034 - SABOR TRIX LIMA-LIMON X KL,,,1.38,
Bodega: 6 - COLSABOR UNICA,,,1.38,
407034,SABOR TRIX LIMA-LIMON X KL,,1.38,
Producto: 407036 - SABOR TRIX MANDARINA X KL,,,0.77,
Bodega: 6 - COLSABOR UNICA,,,0.77,
407036,SABOR TRIX MANDARINA X KL,,0.77,
Producto: 407037 - SABOR TRIX MANGO X KL,,,1.97,
Bodega: 6 - COLSABOR UNICA,,,1.97,
407037,SABOR TRIX MANGO X KL,,1.97,
Producto: 407038 - SABOR TRIX CLAVO DE OLOR X KG,,,0.02,
Bodega: 6 - COLSABOR UNICA,,,0.02,
407038,SABOR TRIX CLAVO DE OLOR X KG,,0.02,
Producto: 407039 - SABOR TRIX MANTECADO X KL,,,6.74,
Bodega: 6 - COLSABOR UNICA,,,6.74,
407039,SABOR TRIX MANTECADO X KL,,6.74,
Producto: 407040 - SABOR TRIX MANTEQUILLA X KL,,,0.02,
Bodega: 6 - COLSABOR UNICA,,,0.02,
407040,SABOR TRIX MANTEQUILLA X KL,,0.02,
Producto: 407043 - SABOR TRIX MANZANA VERDE X KL,,,7.44,
Bodega: 6 - COLSABOR UNICA,,,7.44,
407043,SABOR TRIX MANZANA VERDE X KL,,7.44,
Producto: 407044 - SABOR TRIX ANIS X KG,,,0.02,
Bodega: 6 - COLSABOR UNICA,,,0.02,
407044,SABOR TRIX ANIS X KG,,0.02,
Producto: 407054 - SABOR TRIX NARANJA X KL,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
407054,SABOR TRIX NARANJA X KL,,2.00,
Producto: 407063 - SABOR TRIX PIÑA SIN COLOR X KL,,,3.24,
Bodega: 6 - COLSABOR UNICA,,,3.24,
407063,SABOR TRIX PIÑA SIN COLOR X KL,,3.24,
Producto: 407071 - SABOR TRIX RON PASAS X KL,,,10.10,
Bodega: 6 - COLSABOR UNICA,,,10.10,
407071,SABOR TRIX RON PASAS X KL,,10.10,
Producto: 407072 - SABOR TRIX SANDIA X KL,,,0.47,
Bodega: 6 - COLSABOR UNICA,,,0.47,
407072,SABOR TRIX SANDIA X KL,,0.47,
Producto: 407076 - SABOR TRIX UVA X KL,,,0.22,
Bodega: 6 - COLSABOR UNICA,,,0.22,
407076,SABOR TRIX UVA X KL,,0.22,
Producto: 407077 - SABOR TRIX VAINILLA N.I X KL,,,13.88,
Bodega: 6 - COLSABOR UNICA,,,13.88,
407077,SABOR TRIX VAINILLA N.I X KL,,13.88,
Producto: 407079 - SABOR TRIX VAINILLA Z X KL,,,19.86,
Bodega: 6 - COLSABOR UNICA,,,19.86,
407079,SABOR TRIX VAINILLA Z X KL,,19.86,
Producto: 407083 - SABOR TRIX UVA SIN COLOR X KL,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
407083,SABOR TRIX UVA SIN COLOR X KL,,1.00,
Producto: 407086 - SABOR TRIX MILO X KG,,,14.07,
Bodega: 6 - COLSABOR UNICA,,,14.07,
407086,SABOR TRIX MILO X KG,,14.07,
Producto: 407088 - SABOR TRIX COOKIES AND CREAM X KL,,,0.10,
Bodega: 6 - COLSABOR UNICA,,,0.10,
407088,SABOR TRIX COOKIES AND CREAM X KL,,0.10,
Producto: 407092 - SABOR TRIX FRESA SIN COLOR  X KL,,,5.90,
Bodega: 6 - COLSABOR UNICA,,,5.90,
407092,SABOR TRIX FRESA SIN COLOR  X KL,,5.90,
Producto: 407095 - JENGIBRE NATURAL EN POLVO X KG,,,10.92,
Bodega: 6 - COLSABOR UNICA,,,10.92,
407095,JENGIBRE NATURAL EN POLVO X KG,,10.92,
Producto: 408005 - SABOR GRITZ CANELA X KL,,,16.18,
Bodega: 6 - COLSABOR UNICA,,,16.18,
408005,SABOR GRITZ CANELA X KL,,16.18,
Producto: 408012 - SABOR GRITZ CHICLE X KL,,,0.76,
Bodega: 6 - COLSABOR UNICA,,,0.76,
408012,SABOR GRITZ CHICLE X KL,,0.76,
Producto: 408021 - SABOR GRITZ LIMON X KL,,,3.23,
Bodega: 6 - COLSABOR UNICA,,,3.23,
408021,SABOR GRITZ LIMON X KL,,3.23,
Producto: 408030 - SABOR GRITZ MORA X KL,,,0.45,
Bodega: 6 - COLSABOR UNICA,,,0.45,
408030,SABOR GRITZ MORA X KL,,0.45,
Producto: 408031 - SABOR GRITZ NARANJA X KL,,,2.60,
Bodega: 6 - COLSABOR UNICA,,,2.60,
408031,SABOR GRITZ NARANJA X KL,,2.60,
Producto: 408046 - SABOR GRITZ CLAVO DE OLOR X KL,,,0.88,
Bodega: 6 - COLSABOR UNICA,,,0.88,
408046,SABOR GRITZ CLAVO DE OLOR X KL,,0.88,
Producto: 408047 - SABOR GRITZ AJO X KL,,,0.20,
Bodega: 6 - COLSABOR UNICA,,,0.20,
408047,SABOR GRITZ AJO X KL,,0.20,
Producto: 408048 - SABOR GRITZ COFFEE DELIGHT X KG.,,,0.71,
Bodega: 6 - COLSABOR UNICA,,,0.71,
408048,SABOR GRITZ COFFEE DELIGHT X KG.,,0.71,
Producto: 408049 - SABOR GRITZ FRUTOS ROJOS X KL,,,4.94,
Bodega: 6 - COLSABOR UNICA,,,4.94,
408049,SABOR GRITZ FRUTOS ROJOS X KL,,4.94,
Producto: 408064 - SABOR GRITZ CLAVO CANELA X KL,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
408064,SABOR GRITZ CLAVO CANELA X KL,,1.00,
Producto: 409000 - SABOR POLVO STAND AJI X KL,,,3.89,
Bodega: 6 - COLSABOR UNICA,,,3.89,
409000,SABOR POLVO STAND AJI X KL,,3.89,
Producto: 409001 - SABOR POLVO ESTAND VAINILLA BANANO X KG.,,,3.42,
Bodega: 6 - COLSABOR UNICA,,,3.42,
409001,SABOR POLVO ESTAND VAINILLA BANANO X KG.,,3.42,
Producto: 409003 - SABOR POLVO STAND AREQUIPE X KL,,,1.78,
Bodega: 6 - COLSABOR UNICA,,,1.78,
409003,SABOR POLVO STAND AREQUIPE X KL,,1.78,
Producto: 409004 - SABOR POLVO STAND BANANO X KL,,,4.04,
Bodega: 6 - COLSABOR UNICA,,,4.04,
409004,SABOR POLVO STAND BANANO X KL,,4.04,
Producto: 409007 - SABOR POLVO STAND CANELA X KL,,,78.02,
Bodega: 6 - COLSABOR UNICA,,,78.02,
409007,SABOR POLVO STAND CANELA X KL,,78.02,
Producto: 409008 - SABOR POLVO STAND CARAMELO X KL,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
409008,SABOR POLVO STAND CARAMELO X KL,,5.00,
Producto: 409009 - SABOR POLVO STAND CEBOLLA X KL,,,3.61,
Bodega: 6 - COLSABOR UNICA,,,3.61,
409009,SABOR POLVO STAND CEBOLLA X KL,,3.61,
Producto: 409010 - SABOR POLVO STAND CEREZA X KL,,,1.36,
Bodega: 6 - COLSABOR UNICA,,,1.36,
409010,SABOR POLVO STAND CEREZA X KL,,1.36,
Producto: 409012 - SABOR POLVO STAND CLAVO DE OLOR X KL,,,1.08,
Bodega: 6 - COLSABOR UNICA,,,1.08,
409012,SABOR POLVO STAND CLAVO DE OLOR X KL,,1.08,
Producto: 409013 - SABOR POLVO STAND COCO  X KL,,,0.85,
Bodega: 6 - COLSABOR UNICA,,,0.85,
409013,SABOR POLVO STAND COCO  X KL,,0.85,
Producto: 409019 - SABOR POLVO ESTANDAR AMARETTO X KG.,,,8.24,
Bodega: 6 - COLSABOR UNICA,,,8.24,
409019,SABOR POLVO ESTANDAR AMARETTO X KG.,,8.24,
Producto: 409020 - SABOR POLVO STAND CHICLE  X KL,,,0.06,
Bodega: 6 - COLSABOR UNICA,,,0.06,
409020,SABOR POLVO STAND CHICLE  X KL,,0.06,
Producto: 409022 - SABOR POLVO STAND DURAZNO X KL,,,3.19,
Bodega: 6 - COLSABOR UNICA,,,3.19,
409022,SABOR POLVO STAND DURAZNO X KL,,3.19,
Producto: 409024 - SABOR POLVO STND UVA CON COLOR X Kg,,,3.02,
Bodega: 6 - COLSABOR UNICA,,,3.02,
409024,SABOR POLVO STND UVA CON COLOR X Kg,,3.02,
Producto: 409025 - SABOR POLVO STAND FRAMBUESA X KL,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
409025,SABOR POLVO STAND FRAMBUESA X KL,,4.00,
Producto: 409026 - SABOR POLVO STAND FRESA COLOR X KL,,,77.64,
Bodega: 6 - COLSABOR UNICA,,,77.64,
409026,SABOR POLVO STAND FRESA COLOR X KL,,77.64,
Producto: 409028 - SABR POLVO STAND LIMON CON COLOR X KG,,,0.79,
Bodega: 6 - COLSABOR UNICA,,,0.79,
409028,SABR POLVO STAND LIMON CON COLOR X KG,,0.79,
Producto: 409029 - SABOR POLVO STAND HIERBABUENA  X KL,,,6.27,
Bodega: 6 - COLSABOR UNICA,,,6.27,
409029,SABOR POLVO STAND HIERBABUENA  X KL,,6.27,
Producto: 409031 - SABOR POLVO STAND HUMO X KL,,,0.50,
Bodega: 6 - COLSABOR UNICA,,,0.50,
409031,SABOR POLVO STAND HUMO X KL,,0.50,
