,,,,
Saldos de productos,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,
811003961-9,,,,
"Miércoles, 31 de Diciembre de 2025 ",,,,
,,,,
,,,,
Código producto,Nombre producto,Referencia de fábrica,Saldo cantidades,
315263,COLOR VERDE MANZANA X 14 CC,,2.00,
Producto: 315270 - COLOR AZUL GEL X 80 GR,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
315270,COLOR AZUL GEL X 80 GR,,2.00,
Producto: 315271 - COLOR AMARILLO GEL X 80,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
315271,COLOR AMARILLO GEL X 80,,7.00,
Producto: 315272 - COLOR NARANJA GEL X 80,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
315272,COLOR NARANJA GEL X 80,,1.00,
Producto: 315273 - COLOR ROJO GEL X 80,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
315273,COLOR ROJO GEL X 80,,3.00,
Producto: 315274 - COLOR ROSADO 2 GEL X 80,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
315274,COLOR ROSADO 2 GEL X 80,,4.00,
Producto: 315275 - COLOR NEGRO GEL X 80,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
315275,COLOR NEGRO GEL X 80,,3.00,
Producto: 315281 - COLOR MORA GOTERO X 14 GR,,,26.00,
Bodega: 6 - COLSABOR UNICA,,,26.00,
315281,COLOR MORA GOTERO X 14 GR,,26.00,
Producto: 315282 - COLOR VERDE GEL X 80 GR.,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
315282,COLOR VERDE GEL X 80 GR.,,2.00,
Producto: 315290 - COLOR UVA 2 PURO X KG,,,0.50,
Bodega: 6 - COLSABOR UNICA,,,0.50,
315290,COLOR UVA 2 PURO X KG,,0.50,
Producto: 31549 - COLOR LILA GOTERO X 80 GRS,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
31549,COLOR LILA GOTERO X 80 GRS,,8.00,
Producto: 31550 - COLOR FUCSIA X 80 GR,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
31550,COLOR FUCSIA X 80 GR,,7.00,
Producto: 31551 - COLOR AMARILLO X 80 GR,,,31.00,
Bodega: 6 - COLSABOR UNICA,,,31.00,
31551,COLOR AMARILLO X 80 GR,,31.00,
Producto: 31552 - COLOR ROJO GOTERO X 80 GRS,,,52.00,
Bodega: 6 - COLSABOR UNICA,,,52.00,
31552,COLOR ROJO GOTERO X 80 GRS,,52.00,
Producto: 31553 - COLOR VERDE GOTERO X 80 GRS,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
31553,COLOR VERDE GOTERO X 80 GRS,,12.00,
Producto: 31554 - COLOR NEGRO GOTERO X 80  GRS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31554,COLOR NEGRO GOTERO X 80  GRS,,1.00,
Producto: 31555 - COLOR AZUL GOTERO X 80 GRS,,,80.00,
Bodega: 6 - COLSABOR UNICA,,,80.00,
31555,COLOR AZUL GOTERO X 80 GRS,,80.00,
Producto: 31556 - COLOR MORADO GOTERO X 80 GRS,,,10.00,
Bodega: 6 - COLSABOR UNICA,,,10.00,
31556,COLOR MORADO GOTERO X 80 GRS,,10.00,
Producto: 31557 - COLOR NARANJA GOTERO X 80 GRS,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
31557,COLOR NARANJA GOTERO X 80 GRS,,9.00,
Producto: 31559 - COLOR ROSADO X 80 GR,,,14.00,
Bodega: 6 - COLSABOR UNICA,,,14.00,
31559,COLOR ROSADO X 80 GR,,14.00,
Producto: 31560 - COLOR VERDE LIMON GOTERO X 80 GRS,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
31560,COLOR VERDE LIMON GOTERO X 80 GRS,,8.00,
Producto: 31561 - COLOR BLANCO X 80 GR,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
31561,COLOR BLANCO X 80 GR,,4.00,
Producto: 31564 - COLOR CAFE GOTERO X 80 GRS,,,13.00,
Bodega: 6 - COLSABOR UNICA,,,13.00,
31564,COLOR CAFE GOTERO X 80 GRS,,13.00,
Producto: 31580 - COLOR ROJO ESCARLATA BOLSA X 25 GMS,,,37.00,
Bodega: 6 - COLSABOR UNICA,,,37.00,
31580,COLOR ROJO ESCARLATA BOLSA X 25 GMS,,37.00,
Producto: 31581 - COLOR AZUL BOLSA X 25 GMS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31581,COLOR AZUL BOLSA X 25 GMS,,1.00,
Producto: 31582 - COLOR VERDE 2 BOLSA X 25 GMS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31582,COLOR VERDE 2 BOLSA X 25 GMS,,1.00,
Producto: 31584 - COLOR ROSADO BOLSA X 25 GMS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31584,COLOR ROSADO BOLSA X 25 GMS,,1.00,
Producto: 31585 - COLOR VERDE MENTA 2 BOLSA X 25 GMS,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
31585,COLOR VERDE MENTA 2 BOLSA X 25 GMS,,2.00,
Producto: 31586 - COLOR NARANJA 2 BOLSA X 25 GMS,,,6.00,
Bodega: 6 - COLSABOR UNICA,,,6.00,
31586,COLOR NARANJA 2 BOLSA X 25 GMS,,6.00,
Producto: 31587 - COLOR FUCSIA 3 BOLSA X 25 GMS,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
31587,COLOR FUCSIA 3 BOLSA X 25 GMS,,2.00,
Producto: 31588 - COLOR LILA BOLSA X 25 GMS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31588,COLOR LILA BOLSA X 25 GMS,,1.00,
Producto: 31589 - COLOR NEGRO BOLSA X 25 GMS,,,11.00,
Bodega: 6 - COLSABOR UNICA,,,11.00,
31589,COLOR NEGRO BOLSA X 25 GMS,,11.00,
Producto: 31593 - COLOR AMARILLO HUEVO BOLSA X 25 GMS,,,39.00,
Bodega: 6 - COLSABOR UNICA,,,39.00,
31593,COLOR AMARILLO HUEVO BOLSA X 25 GMS,,39.00,
Producto: 31594 - COLOR AMARILLO GOTERO X 14 GR,,,110.00,
Bodega: 6 - COLSABOR UNICA,,,110.00,
31594,COLOR AMARILLO GOTERO X 14 GR,,110.00,
Producto: 31595 - COLOR ROJO GOTERO X 14 GRS,,,40.00,
Bodega: 6 - COLSABOR UNICA,,,40.00,
31595,COLOR ROJO GOTERO X 14 GRS,,40.00,
Producto: 31596 - COLOR AZUL GOTERO X 14 GRS,,,81.00,
Bodega: 6 - COLSABOR UNICA,,,81.00,
31596,COLOR AZUL GOTERO X 14 GRS,,81.00,
Producto: 31597 - COLOR VERDE GOTERO X 14 GRS,,,86.00,
Bodega: 6 - COLSABOR UNICA,,,86.00,
31597,COLOR VERDE GOTERO X 14 GRS,,86.00,
Producto: 31599 - COLOR MORADO GOTERO X 14 GRS,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
31599,COLOR MORADO GOTERO X 14 GRS,,9.00,
Producto: 31602 - MEJORADOR BAKERMAN PAQUETE X 2.5 KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31602,MEJORADOR BAKERMAN PAQUETE X 2.5 KG,,1.00,
Producto: 31603 - MEJORADOR BAKERMAN PAQUETE X 1 KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31603,MEJORADOR BAKERMAN PAQUETE X 1 KG,,1.00,
Producto: 31607 - AZUCAR 5X PAQUETE X 2.5 KG,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
31607,AZUCAR 5X PAQUETE X 2.5 KG,,2.00,
Producto: 31608 - ANTIMOHO PAQUETE X 1 LB,,,9.00,
Bodega: 6 - COLSABOR UNICA,,,9.00,
31608,ANTIMOHO PAQUETE X 1 LB,,9.00,
Producto: 316107 - POLVO PARA HORNEAR BAKERMAN DOBLE ACCION PAQ X LB,,,3.00,
,,,,GLSS Y RELLENO
,,,,
,,,,
Producto: 31610 - GLASEADO PIÑA X KL,,,21.00,21.00
Bodega: 6 - COLSABOR UNICA,,,21.00,
31610,GLASEADO PIÑA X KL,,21.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
316107,POLVO PARA HORNEAR BAKERMAN DOBLE ACCION PAQ X LB,,3.00,
Producto: 31611 - GLASEADO FRESA X KL,,,19.00,19.00
Bodega: 6 - COLSABOR UNICA,,,19.00,19.00
31611,GLASEADO FRESA X KL,,19.00,19.00
Producto: 31612 - GLASEADO MELOCOTON X KL,,,3.00,3.00
Bodega: 6 - COLSABOR UNICA,,,3.00,3.00
31612,GLASEADO MELOCOTON X KL,,3.00,3.00
Producto: 31613 - GLASEADO LIMON X KL,,,3.00,3.00
Bodega: 6 - COLSABOR UNICA,,,3.00,
31613,GLASEADO LIMON X KL,,3.00,
Producto: 316136 - GLASEADO NEUTRO BAKERMAN X 4.5 KG,,,7.00,31.5
Bodega: 6 - COLSABOR UNICA,,,7.00,
316136,GLASEADO NEUTRO BAKERMAN X 4.5 KG,,7.00,
Producto: 316137 - GLASEADO NEUTRO BAKERMAN X KG,,,10.00,10.00
Bodega: 6 - COLSABOR UNICA,,,10.00,10.00
316137,GLASEADO NEUTRO BAKERMAN X KG,,10.00,10.00
Producto: 316140 - GLASEADO FRESA BAKERMAN X KG,,,16.00,16.00
Bodega: 6 - COLSABOR UNICA,,,16.00,16.00
316140,GLASEADO FRESA BAKERMAN X KG,,16.00,16.00
Producto: 316143 - GLASEADO MELOCOTON BAKERMAN X KG,,,13.00,13.00
Bodega: 6 - COLSABOR UNICA,,,13.00,
316143,GLASEADO MELOCOTON BAKERMAN X KG,,13.00,
Producto: 316145 - GLASEADO PIÑA BAKERMAN X 4.5 KG,,,2.00,9
Bodega: 6 - COLSABOR UNICA,,,2.00,
316145,GLASEADO PIÑA BAKERMAN X 4.5 KG,,2.00,
Producto: 316146 - GLASEADO PIÑA BAKERMAN X KG,,,7.00,7.00
Bodega: 6 - COLSABOR UNICA,,,7.00,
316146,GLASEADO PIÑA BAKERMAN X KG,,7.00,
Producto: 316148 - GLASEADO MORA BAKERMAN X 4.5 KG,,,2.00,9
Bodega: 6 - COLSABOR UNICA,,,2.00,
316148,GLASEADO MORA BAKERMAN X 4.5 KG,,2.00,
Producto: 316149 - GLASEADO MORA BAKERMAN X KG,,,2.00,2.00
Bodega: 6 - COLSABOR UNICA,,,2.00,2.00
316149,GLASEADO MORA BAKERMAN X KG,,2.00,2.00
Producto: 316157 - GLASEADO LIMON BAKERMAN X KG,,,7.00,7.00
Bodega: 6 - COLSABOR UNICA,,,7.00,7.00
316157,GLASEADO LIMON BAKERMAN X KG,,7.00,7.00
Producto: 316159 - GLASEADO MANZANA BAKERMAN X KG,,,2.00,2.00
Bodega: 6 - COLSABOR UNICA,,,2.00,2.00
316159,GLASEADO MANZANA BAKERMAN X KG,,2.00,2.00
Producto: 31616 - GLASEADO NEUTRO X KG,,,6.00,6.00
Bodega: 6 - COLSABOR UNICA,,,6.00,6.00
31616,GLASEADO NEUTRO X KG,,6.00,6.00
Producto: 316161 - GLASEADO UVA BAKERMAN X KG,,,3.00,3.00
Bodega: 6 - COLSABOR UNICA,,,3.00,
316161,GLASEADO UVA BAKERMAN X KG,,3.00,
Producto: 316164 - GLASEADO LIMON BAKERMAN X 4.5 KG,,,1.00,4.5
Bodega: 6 - COLSABOR UNICA,,,1.00,
316164,GLASEADO LIMON BAKERMAN X 4.5 KG,,1.00,
Producto: 31620 - GLASEADO MORA X KG,,,12.00,12.00
Producto: 31640 - GLASEADO FRESA X 4.5 KG,,,8.00,36
Bodega: 6 - COLSABOR UNICA,,,8.00,
Producto: 31641 - GLASEADO MELOCOTON X 4.5 KG,,,15.00,67.5
Producto: 31651 - GLASEADO CHICLE X KG,,,6.00,6.00
Producto: 31656 - GLASEADO NEUTRO X 4.5 KG,,,4.00,18
Producto: 31660 - GLASEADO CHOCOLATE X KG,,,48.00,48.00
Producto: 31661 - GLASEADO CHOCOLATE X 4.5 KG,,,7.00,31.5
,,,TOTAL,515.00
,,,,
,,,,
Producto: 31619 - AZUCAR 5X  ARROBA X 12.5 KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31619,AZUCAR 5X  ARROBA X 12.5 KG,,1.00,
,,,,
Bodega: 6 - COLSABOR UNICA,,,12.00,
31620,GLASEADO MORA X KG,,12.00,
Producto: 31621 - AZUCAR 5X X LB.,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
31621,AZUCAR 5X X LB.,,5.00,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Bodega: 6 - COLSABOR UNICA,,,4.00,
31656,GLASEADO NEUTRO X 4.5 KG,,4.00,
Producto: 31657 - ANTIMOHO X 25 KG,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
31657,ANTIMOHO X 25 KG,,2.00,
,,,,
,,,,
,,,,
,,,,
Bodega: 6 - COLSABOR UNICA,,,7.00,
31661,GLASEADO CHOCOLATE X 4.5 KG,,7.00,
Producto: 31688 - POLVO PARA HORNEAR COLSABOR BULTO X 25 KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31688,POLVO PARA HORNEAR COLSABOR BULTO X 25 KG,,1.00,
Producto: 31691 - POLVO PARA HORNEAR COLSABOR X KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
31691,POLVO PARA HORNEAR COLSABOR X KG,,2.00,
Bodega: Sin asignar,,,-1.00,
31691,POLVO PARA HORNEAR COLSABOR X KG,,-1.00,
Producto: 31692 - POLVO PARA HORNEAR COLSABOR X 2.5 KG,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
31692,POLVO PARA HORNEAR COLSABOR X 2.5 KG,,3.00,
Producto: 31705 - AZUCAR GLAS VAINILLA X KG.,,,1.50,
Bodega: 6 - COLSABOR UNICA,,,1.50,
31705,AZUCAR GLAS VAINILLA X KG.,,1.50,
Producto: 31710 - QUESO CHEDDAR PARA SNACKS X KG.,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
31710,QUESO CHEDDAR PARA SNACKS X KG.,,4.00,
Producto: 317105 - SABOR EN POLVO LIMON SNACKS SABOR CONCENTRADO X KG,,,50.00,
Bodega: 6 - COLSABOR UNICA,,,50.00,
317105,SABOR EN POLVO LIMON SNACKS SABOR CONCENTRADO X KG,,50.00,
Producto: 317106 - LIMON PIMIENTA SNACK,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
317106,LIMON PIMIENTA SNACK,,1.00,
Producto: 31711 - AZUCAR GLASS MARACUYA X KG,,,3.96,
Bodega: 6 - COLSABOR UNICA,,,3.96,
31711,AZUCAR GLASS MARACUYA X KG,,3.96,
Producto: 31714 - AZUCAR GLASS CANELA X KG.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31714,AZUCAR GLASS CANELA X KG.,,1.00,
Producto: 31716 - AZUCAR GLASS CHICLE X KG,,,0.57,
Bodega: 6 - COLSABOR UNICA,,,0.57,
31716,AZUCAR GLASS CHICLE X KG,,0.57,
Producto: 31719 - SERVICIO DE MAQUILA,,,-2.01,
Bodega: 6 - COLSABOR UNICA,,,-2.01,
31719,SERVICIO DE MAQUILA,,-2.01,
Producto: 31727 - VITAMINA A VEN X KG.,,,"26,502.57",
Bodega: 6 - COLSABOR UNICA,,,"26,502.57",
31727,VITAMINA A VEN X KG.,,"26,502.57",
Producto: 31729 - ESTABILIZANTE LUXURY TROP X KG.,,,25.00,
Bodega: 6 - COLSABOR UNICA,,,25.00,
31729,ESTABILIZANTE LUXURY TROP X KG.,,25.00,
Producto: 31732 - SABOR PARA SNACK BARBECUE DULCE X KG,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31732,SABOR PARA SNACK BARBECUE DULCE X KG,,1.00,
Producto: 31792 - TOCINETA PARA SNACKS X KG.,,,0.55,
Bodega: 6 - COLSABOR UNICA,,,0.55,
31792,TOCINETA PARA SNACKS X KG.,,0.55,
Producto: 31803 - BREVAS EN ALMIBAR X 4 LT,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,22.00,
31803,BREVAS EN ALMIBAR X 4 LT,,22.00,
Bodega: Sin asignar,,,-18.00,
31803,BREVAS EN ALMIBAR X 4 LT,,-18.00,
Producto: 318106 - COCOA LUKER X LB,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
318106,COCOA LUKER X LB,,3.00,
Producto: 318108 - GELATINA TIPO A X 25 KG.,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
318108,GELATINA TIPO A X 25 KG.,,2.00,
Producto: 318109 - GLUCOSA 11:53 BIDON X 40 KG,,,0.33,
Bodega: 6 - COLSABOR UNICA,,,0.33,
318109,GLUCOSA 11:53 BIDON X 40 KG,,0.33,
Producto: 31812 - GLICERINA X 620 GM,,,16.00,
Bodega: 6 - COLSABOR UNICA,,,16.00,
31812,GLICERINA X 620 GM,,16.00,
Producto: 31814 - GLUCOSA X LB,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
31814,GLUCOSA X LB,,5.00,
Producto: 31826 - CMC 28 X KL,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31826,CMC 28 X KL,,1.00,
Producto: 31846 - GRAGEAS X 1 LB,,,43.00,
Bodega: 6 - COLSABOR UNICA,,,43.00,
31846,GRAGEAS X 1 LB,,43.00,
Producto: 31847 - GRAGEAS X 3 KG,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
31847,GRAGEAS X 3 KG,,4.00,
Producto: 31850 - ESENCIA CEREZA CAKE X GARRAFA,,,103.00,
Bodega: 6 - COLSABOR UNICA,,,103.00,
31850,ESENCIA CEREZA CAKE X GARRAFA,,103.00,
Producto: 31851 - ESENCIA CEREZA CAKE X 20 LT,,,92.00,
Bodega: 6 - COLSABOR UNICA,,,92.00,
31851,ESENCIA CEREZA CAKE X 20 LT,,92.00,
Producto: 318522 - ESENCIA CEREZA CAKE X 10 LT,,,32.00,
Bodega: 6 - COLSABOR UNICA,,,32.00,
318522,ESENCIA CEREZA CAKE X 10 LT,,32.00,
Producto: 318523 - ESENCIA CEREZA CAKE X 500 CC,,,38.00,
Bodega: 6 - COLSABOR UNICA,,,38.00,
318523,ESENCIA CEREZA CAKE X 500 CC,,38.00,
Producto: 31853 - VAINILLA NEGRA CASERA X 20 LT,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
31853,VAINILLA NEGRA CASERA X 20 LT,,5.00,
Producto: 31854 - ESENCIA CEREZA CAKE CONCENTRADA 13% X 20 LTS.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31854,ESENCIA CEREZA CAKE CONCENTRADA 13% X 20 LTS.,,1.00,
Producto: 31856 - ESENCIA CEREZA CAKE CONCENTRADA 13% X 10 LTS,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31856,ESENCIA CEREZA CAKE CONCENTRADA 13% X 10 LTS,,1.00,
Producto: 31858 - ENDULZANTE SUCRALOSA 15X X 350 GMS,,,6.00,
Bodega: 6 - COLSABOR UNICA,,,6.00,
31858,ENDULZANTE SUCRALOSA 15X X 350 GMS,,6.00,
Producto: 31863 - ESENCIA MOSCATEL CAKE X 10 LT,,,12.00,
Bodega: 6 - COLSABOR UNICA,,,12.00,
31863,ESENCIA MOSCATEL CAKE X 10 LT,,12.00,
Producto: 318630 - ESENCIA MOSCATEL CAKE X 500 CC,,,5.00,
Bodega: 6 - COLSABOR UNICA,,,5.00,
318630,ESENCIA MOSCATEL CAKE X 500 CC,,5.00,
Producto: 318632 - ESENCIA CAFE CAKE X 20 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
318632,ESENCIA CAFE CAKE X 20 LT,,1.00,
Producto: 318633 - ESENCIA CAFE CAKE X 500 CC,,,2.00,
Bodega: 6 - COLSABOR UNICA,,,2.00,
318633,ESENCIA CAFE CAKE X 500 CC,,2.00,
Producto: 318640 - VINO MOSCATEL X 750 ML,,,396.00,
Bodega: 6 - COLSABOR UNICA,,,396.00,
318640,VINO MOSCATEL X 750 ML,,396.00,
Producto: 31867 - SUCRALOSA 15X X KG.,,,2.40,
Bodega: 6 - COLSABOR UNICA,,,2.40,
31867,SUCRALOSA 15X X KG.,,2.40,
Producto: 318950 - ESENCIA MOSCATEL CAKE X 4 LT,,,19.00,
Bodega: 6 - COLSABOR UNICA,,,19.00,
318950,ESENCIA MOSCATEL CAKE X 4 LT,,19.00,
Producto: 318952 - ESENCIA MOSCATEL CAKE X 20 LT,,,32.00,
Bodega: 6 - COLSABOR UNICA,,,32.00,
318952,ESENCIA MOSCATEL CAKE X 20 LT,,32.00,
Producto: 318972 - ESENCIA MOSCATEL CAKE CONCENTRADO X 20 LTS,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
318972,ESENCIA MOSCATEL CAKE CONCENTRADO X 20 LTS,,8.00,
Producto: 31912 - AROMA MENTA MA-593,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
31912,AROMA MENTA MA-593,,1.00,
,,,,
Producto: 319171 - GLASEADO CHICLE BAKERMAN X KG,,,1.00,1.00
Bodega: 6 - COLSABOR UNICA,,,1.00,
319171,GLASEADO CHICLE BAKERMAN X KG,,1.00,
,,,,
Producto: 31922 - UVA AROMA GA-554 DA,,,0.03,
Bodega: 6 - COLSABOR UNICA,,,0.03,
31922,UVA AROMA GA-554 DA,,0.03,
Producto: 32000 - ESENCIA MISSFLAVOR BANANO X 3850 CC,,,33.00,
Bodega: 6 - COLSABOR UNICA,,,33.00,
32000,ESENCIA MISSFLAVOR BANANO X 3850 CC,,33.00,
Producto: 320001 - ESENCIA COLSABOR VAINILLA BLANCA Z X 70 CC,,,495.00,
Bodega: 6 - COLSABOR UNICA,,,495.00,
320001,ESENCIA COLSABOR VAINILLA BLANCA Z X 70 CC,,495.00,
Producto: 320002 - ESENCIA COLSABOR VAINILLA BLANCA Z X 500 CC,,,232.00,
Bodega: 6 - COLSABOR UNICA,,,232.00,
320002,ESENCIA COLSABOR VAINILLA BLANCA Z X 500 CC,,232.00,
Producto: 320003 - ESENCIA COLSABOR VAINILLA BLANCA Z X 3850 CC,,,19.00,
Bodega: 6 - COLSABOR UNICA,,,20.00,
320003,ESENCIA COLSABOR VAINILLA BLANCA Z X 3850 CC,,20.00,
Bodega: Sin asignar,,,-1.00,
320003,ESENCIA COLSABOR VAINILLA BLANCA Z X 3850 CC,,-1.00,
Producto: 320004 - ESENCIA COLSABOR VAINILLA BLANCA Z X 10 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
320004,ESENCIA COLSABOR VAINILLA BLANCA Z X 10 LT,,1.00,
Producto: 320005 - ESENCIA COLSABOR VAINILLA BLANCA Z X 20 LT,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
320005,ESENCIA COLSABOR VAINILLA BLANCA Z X 20 LT,,7.00,
Producto: 320011 - ESENCIA COLSABOR VAINILLA NEGRA Z X 70 CC,,,435.00,
Bodega: 6 - COLSABOR UNICA,,,435.00,
320011,ESENCIA COLSABOR VAINILLA NEGRA Z X 70 CC,,435.00,
Producto: 320012 - ESENCIA COLSABOR VAINILLA NEGRA Z X 500 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
320012,ESENCIA COLSABOR VAINILLA NEGRA Z X 500 CC,,4.00,
Producto: 320013 - ESENCIA COLSABOR VAINILLA NEGRA Z X 3850CC,,,30.00,
Bodega: 6 - COLSABOR UNICA,,,30.00,
320013,ESENCIA COLSABOR VAINILLA NEGRA Z X 3850CC,,30.00,
Producto: 320014 - ESENCIA COLSABOR VAINILLA NEGRA Z X 10 LT,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
320014,ESENCIA COLSABOR VAINILLA NEGRA Z X 10 LT,,1.00,
Producto: 320015 - ESENCIA COLSABOR VAINILLA NEGRA Z X 20 LT,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
320015,ESENCIA COLSABOR VAINILLA NEGRA Z X 20 LT,,3.00,
Producto: 320016 - ESENCIA COLSABOR VAINILLA BLANCA Z X 1LT.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
320016,ESENCIA COLSABOR VAINILLA BLANCA Z X 1LT.,,1.00,
Producto: 320021 - ESENCIA BAKERMAN VAINILLA BLANCA Z X 500 CC,,,21.00,
Bodega: 6 - COLSABOR UNICA,,,21.00,
320021,ESENCIA BAKERMAN VAINILLA BLANCA Z X 500 CC,,21.00,
Producto: 320023 - ESENCIA BAKERMAN VAINILLA NEGRA Z X 500 CC,,,39.00,
Bodega: 6 - COLSABOR UNICA,,,39.00,
320023,ESENCIA BAKERMAN VAINILLA NEGRA Z X 500 CC,,39.00,
Producto: 320025 - ESENCIA BAKERMAN VAINILLA BLANCA Z X 3850 CC,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
320025,ESENCIA BAKERMAN VAINILLA BLANCA Z X 3850 CC,,4.00,
Producto: 320027 - ESENCIA BAKERMAN VAINILLA NEGRA Z X 3850 CC,,,27.00,
Bodega: 6 - COLSABOR UNICA,,,27.00,
320027,ESENCIA BAKERMAN VAINILLA NEGRA Z X 3850 CC,,27.00,
Producto: 320029 - ESENCIA BAKERMAN VAINILLA BLANCA Z X 10 LT,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
320029,ESENCIA BAKERMAN VAINILLA BLANCA Z X 10 LT,,3.00,
Producto: 32003 - ESENCIA MISSFLAVOR MARGARINA X 3850 CC,,,3.00,
Bodega: 6 - COLSABOR UNICA,,,3.00,
32003,ESENCIA MISSFLAVOR MARGARINA X 3850 CC,,3.00,
Producto: 320031 - ESENCIA BAKERMAN VAINILLA NEGRA Z X 10 LT,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
320031,ESENCIA BAKERMAN VAINILLA NEGRA Z X 10 LT,,7.00,
Producto: 320035 - ESENCIA BAKERMAN VAINILLA NEGRA Z X 20 LT,,,7.00,
Bodega: 6 - COLSABOR UNICA,,,7.00,
320035,ESENCIA BAKERMAN VAINILLA NEGRA Z X 20 LT,,7.00,
Producto: 320039 - SABOR CONCENTRADO VAINILLA VF-308 Z,,,88.00,
Bodega: 6 - COLSABOR UNICA,,,88.00,
320039,SABOR CONCENTRADO VAINILLA VF-308 Z,,88.00,
Producto: 320041 - SABOR CONCENTRADO VAINILLA VF-417 Z,,,4.00,
Bodega: 6 - COLSABOR UNICA,,,4.00,
320041,SABOR CONCENTRADO VAINILLA VF-417 Z,,4.00,
Producto: 32007 - ESENCIA MISSFLAVOR MANTEQUILLA X 3850 CC,,,69.00,
Bodega: 6 - COLSABOR UNICA,,,69.00,
32007,ESENCIA MISSFLAVOR MANTEQUILLA X 3850 CC,,69.00,
Producto: 32008 - ESENCIA MISSFLAVOR CANELA X 3850 CC.,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32008,ESENCIA MISSFLAVOR CANELA X 3850 CC.,,1.00,
Producto: 32011 - ESENCIA MISSFLAVOR PIÑA X 3850 CC,,,8.00,
Bodega: 6 - COLSABOR UNICA,,,8.00,
32011,ESENCIA MISSFLAVOR PIÑA X 3850 CC,,8.00,
Producto: 32101 - ESENCIA MISSFLAVOR MANTECADO X 500 CC,,,1.00,
Bodega: 6 - COLSABOR UNICA,,,1.00,
32101,ESENCIA MISSFLAVOR MANTECADO X 500 CC,,1.00,
