,,,,,,,,,,,
Ventas por producto,,,,,,,,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,,,,,,,,
811003961-9,,,,,,,,,,,
De Enero 01 2025 a Diciembre 31 2025 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Código producto,Nombre producto,Referencia fábrica,Grupo inventario,Cantidad vendida,Valor bruto,Descuento,Subtotal,Impuesto cargo,Impuesto retención,Total,
311035,SABOR CONCENTRADO CIRUELA CLAUDIA CF-321,,PRODUCTO TERMINADO,4.00,"168,583.00",0.00,"168,583.00","32,030.77",0.00,"200,613.77",
311036,SABOR CONCENTRADO FRESA SF-228,,PRODUCTO TERMINADO,4.25,"188,050.00",0.00,"188,050.00","35,729.50",0.00,"223,779.50",
311037,SABOR CONCENTRADO FRESA SF-548,,PRODUCTO TERMINADO,15.00,"525,000.00",0.00,"525,000.00","99,750.00",0.00,"624,750.00",
311042,SABOR CONCENTRADO GUAYABA GF-209R,,PRODUCTO TERMINADO,2.00,"150,000.00",0.00,"150,000.00","28,500.00",0.00,"178,500.00",
311044,SABOR CONCENTRADO HINOJO FF-231,,PRODUCTO TERMINADO,1.00,"74,600.00",0.00,"74,600.00","14,174.00",0.00,"88,774.00",
311045,SABOR CONCENTRADO KETCHUP TC-299,,PRODUCTO TERMINADO,77.30,"4,409,630.00","4,005.00","4,405,625.00","837,068.75",0.00,"5,242,693.75",
311050,SABOR CONCENTRADO LECHE CONDENSADA LF-202,,PRODUCTO TERMINADO,5.00,"320,000.00",0.00,"320,000.00","60,800.00",0.00,"380,800.00",
311052,SABOR CONCENTRADO LIMON LF-238A,,PRODUCTO TERMINADO,36.00,"2,145,600.00",0.00,"2,145,600.00","407,664.00",0.00,"2,553,264.00",
311053,SABOR CONCENTRADO LIMON LF-238T,,PRODUCTO TERMINADO,458.00,"22,953,142.00",0.00,"22,953,142.00","4,361,096.98",0.00,"27,314,238.98",
311055,SABOR CONCENTRADO MANDARINA MF-239A,,PRODUCTO TERMINADO,1.00,"47,800.00",0.00,"47,800.00","9,082.00",0.00,"56,882.00",
311056,SABOR CONCENTRADO MANDARINA MF-239RDC,,PRODUCTO TERMINADO,44.00,"3,665,600.00","93,680.00","3,571,920.00","678,664.80",0.00,"4,250,584.80",
311057,SABOR CONCENTRADO MANGO BICHE MF-295,,PRODUCTO TERMINADO,1.00,"35,000.00",0.00,"35,000.00","6,650.00",0.00,"41,650.00",
311063,SABOR CONCENTRADO MORA CASTILLA BF-377,,PRODUCTO TERMINADO,12.00,"726,000.00",0.00,"726,000.00","137,940.00",0.00,"863,940.00",
311065,SABOR CONCENTRADO MANZANA ROJA AF-270,,PRODUCTO TERMINADO,9.00,"357,440.00",0.00,"357,440.00","67,913.60",0.00,"425,353.60",
311066,SABOR CONCENTRADO MANZANA VERDE AF-642,,PRODUCTO TERMINADO,7.00,"233,400.00",0.00,"233,400.00","44,346.00",0.00,"277,746.00",
311067,SABOR CONCENTRADO MANZANA VERDE AF-642T,,PRODUCTO TERMINADO,8.00,"306,000.00",0.00,"306,000.00","58,140.00",0.00,"364,140.00",
311068,SABOR CONCENTRADO MAPLE MF-579,,PRODUCTO TERMINADO,19.00,"826,300.00",0.00,"826,300.00","156,997.00",0.00,"983,297.00",
311069,SABOR CONCENTRADO MARACUYA PF-447,,PRODUCTO TERMINADO,34.00,"3,141,900.00",0.00,"3,141,900.00","596,961.00",0.00,"3,738,861.00",
311070,SABOR CONCENTRADO MARACUYA PF- 447T,,PRODUCTO TERMINADO,10.00,"753,200.00",0.00,"753,200.00","143,108.00",0.00,"896,308.00",
311075,SABOR CONCENTRADO MENTA MF-430,,PRODUCTO TERMINADO,8.00,"629,666.00",0.00,"629,666.00","119,636.54",0.00,"749,302.54",
311078,SABOR CONCENTRADO MIEL HF-426,,PRODUCTO TERMINADO,37.26,"3,465,066.00",0.00,"3,465,066.00","658,362.54",0.00,"4,123,428.54",
311080,SABOR CONCENTRADO MORA BF-690A,,PRODUCTO TERMINADO,111.00,"10,369,000.00",0.00,"10,369,000.00","1,970,110.00",0.00,"12,339,110.00",
311081,SABOR CONCENTRADO MORA BF-690T,,PRODUCTO TERMINADO,7.50,"746,400.00",0.00,"746,400.00","141,816.00",0.00,"888,216.00",
311082,SABOR CONCENTRADO MOSTAZA MC-613,,PRODUCTO TERMINADO,13.00,"478,100.00",0.00,"478,100.00","90,839.00",0.00,"568,939.00",
311084,SABOR CONCENTRADO NARANJA OF-584 A,,PRODUCTO TERMINADO,17.00,"1,116,860.00",0.00,"1,116,860.00","212,203.40",0.00,"1,329,063.40",
311086,SABOR CONCENTRADO NATA NF-442,,PRODUCTO TERMINADO,28.00,"1,072,400.00","53,620.00","1,018,780.00","193,568.20",0.00,"1,212,348.20",
311092,SABOR CONCENTRADO PIÑA PF-250,,PRODUCTO TERMINADO,2.00,"90,000.00",0.00,"90,000.00","17,100.00",0.00,"107,100.00",
311093,SABOR CONCENTRADO PIÑA PF-250T,,PRODUCTO TERMINADO,11.00,"380,500.00",0.00,"380,500.00","72,295.00",0.00,"452,795.00",
311094,SABOR CONCENTRADO PIÑA PF-609A,,PRODUCTO TERMINADO,1.00,"24,000.00",0.00,"24,000.00","4,560.00",0.00,"28,560.00",
311095,SABOR CONCENTRADO PIÑA COLADA PF-257,,PRODUCTO TERMINADO,72.00,"2,792,600.00",0.00,"2,792,600.00","530,594.00",0.00,"3,323,194.00",
311096,SABOR CONCENTRADO PISTACHO PF-260,,PRODUCTO TERMINADO,2.00,"298,000.00",0.00,"298,000.00","56,620.00",0.00,"354,620.00",
311099,SABOR CONCENTRADO PONQUE PF-249,,PRODUCTO TERMINADO,3.00,"234,900.00",0.00,"234,900.00","44,631.00",0.00,"279,531.00",
311104,SABOR CONCENTRADO RON PASAS RF-251,,PRODUCTO TERMINADO,4.00,"196,200.00",0.00,"196,200.00","37,278.00",0.00,"233,478.00",
311111,SABOR CONCENTRADO TUTTI FRUTI TF-254A,,PRODUCTO TERMINADO,35.00,"1,204,000.00",0.00,"1,204,000.00","228,760.00",0.00,"1,432,760.00",
311112,SABOR CONCENTRADO TUTTI FRUTI TF-254T,,PRODUCTO TERMINADO,7.00,"297,000.00",0.00,"297,000.00","56,430.00",0.00,"353,430.00",
311117,SABOR CONCENTRADO VAINILLA VF-263R,,PRODUCTO TERMINADO,355.00,"13,987,000.00",0.00,"13,987,000.00","2,657,530.00",0.00,"16,644,530.00",
311118,SABOR CONCENTRADO MANDARINA MF-239T,,PRODUCTO TERMINADO,6.20,"506,540.00",0.00,"506,540.00","96,242.60",0.00,"602,782.60",
311121,SABOR CONCENTRADO VINO VF-580,,PRODUCTO TERMINADO,3.00,"521,100.00",0.00,"521,100.00","99,009.00",0.00,"620,109.00",
311124,SABOR CONCENTRADO VAINILEO VF-275 RDC,,PRODUCTO TERMINADO,1.00,"55,000.00",0.00,"55,000.00","10,450.00",0.00,"65,450.00",
311128,SABOR CONCENTRADO MACADAMIA MF-276,,PRODUCTO TERMINADO,7.00,"458,600.00",0.00,"458,600.00","87,134.00",0.00,"545,734.00",
311129,EXTRACTO DE CHOCOLATE NATURAL R070F-2,,PRODUCTO TERMINADO,10.00,"374,400.00",0.00,"374,400.00","71,136.00",0.00,"445,536.00",
311130,SABOR CONCENTRADO VAINILLA VF 499,,PRODUCTO TERMINADO,60.00,"3,117,000.00",0.00,"3,117,000.00","592,230.00",0.00,"3,709,230.00",
311134,SABOR CONCENTRADO CEREZA CF-311,,PRODUCTO TERMINADO,20.00,"747,404.00",0.00,"747,404.00","142,006.76",0.00,"889,410.76",
311149,SABOR CONCENTRADO MELOCOTON PF-585,,PRODUCTO TERMINADO,2.00,"258,500.00",0.00,"258,500.00","49,115.00",0.00,"307,615.00",
311154,SABOR CONCENTRADO CARAMELO CF-305,,PRODUCTO TERMINADO,12.50,"561,800.00",0.00,"561,800.00","106,742.00",0.00,"668,542.00",
311163,SABOR CONCENTRADO VINAGRE DE FRUTAS VF-334,,PRODUCTO TERMINADO,2.00,"193,800.00",0.00,"193,800.00","36,822.00",0.00,"230,622.00",
311164,SABOR CONCENTRADO YOGURT YF-329R,,PRODUCTO TERMINADO,1.00,"43,300.00",0.00,"43,300.00","8,227.00",0.00,"51,527.00",
311165,SABOR CONCENTRADO CIDRON CF-322R,,PRODUCTO TERMINADO,38.00,"1,775,100.50",0.00,"1,775,100.50","337,269.10",0.00,"2,112,369.60",
311166,SABOR CONCENTRADO YOGURT DE MELOCOTON YF-336,,PRODUCTO TERMINADO,2.00,"204,000.00",0.00,"204,000.00","38,760.00",0.00,"242,760.00",
311167,SABOR CONCENTRADO YOGURT DE FRESA YF-331,,PRODUCTO TERMINADO,4.00,"219,300.00",0.00,"219,300.00","41,667.00",0.00,"260,967.00",
311169,SABOR CONCENTRADO SALSA INGLESA BC-300,,PRODUCTO TERMINADO,1.00,"56,700.00",0.00,"56,700.00","10,773.00",0.00,"67,473.00",
311171,SABOR CONCENTRADO HUMO BASE SF-244,,PRODUCTO TERMINADO,9.00,"354,200.00",0.00,"354,200.00","67,298.00",0.00,"421,498.00",
311177,SABOR CONCENTRADO MANTEQUILLA MF-327RT,,PRODUCTO TERMINADO,168.00,"5,300,500.00",0.00,"5,300,500.00","1,007,095.00",0.00,"6,307,595.00",
311180,SABOR CONCENTRADO KOLA ROJA KF-312,,PRODUCTO TERMINADO,10.00,"352,000.00",0.00,"352,000.00","66,880.00",0.00,"418,880.00",
311181,SABOR CONCENTRADO COCO CF-222RT,,PRODUCTO TERMINADO,4.00,"221,600.00",0.00,"221,600.00","42,104.00",0.00,"263,704.00",
311182,SABOR CONCENTRADO FRUTOS ROJOS RF-402DC,,PRODUCTO TERMINADO,34.00,"1,988,800.00",0.00,"1,988,800.00","377,872.00",0.00,"2,366,672.00",
311188,SABOR CONCENTRADO AREQUIPE GC-003,,PRODUCTO TERMINADO,11.00,"856,100.00",0.00,"856,100.00","162,659.00",0.00,"1,018,759.00",
311189,SABOR CONCENTRADO CREMA DE WHISKEY WF-373,,PRODUCTO TERMINADO,7.00,"445,000.00",0.00,"445,000.00","84,550.00",0.00,"529,550.00",
311191,SABOR CONCENTRADO FRESA NI GC-001 X KG.,,PRODUCTO TERMINADO,135.00,"8,628,400.00",0.00,"8,628,400.00","1,639,396.00",0.00,"10,267,796.00",
311196,SABOR CONCENTRADO KIWI KF-387,,PRODUCTO TERMINADO,1.00,"73,300.00",0.00,"73,300.00","13,927.00",0.00,"87,227.00",
311197,SABOR CONCENTRADO TIRAMISU TF-358,,PRODUCTO TERMINADO,20.00,"925,200.00",0.00,"925,200.00","175,788.00",0.00,"1,100,988.00",
311199,SABOR CONCENTRADO MANGO MF-465R X KG.,,PRODUCTO TERMINADO,4.50,"221,000.00",0.00,"221,000.00","41,990.00",0.00,"262,990.00",
311209,SABOR CONCENTRADO MAYONESA MF-267R,,PRODUCTO TERMINADO,20.00,"500,000.00",0.00,"500,000.00","95,000.00",0.00,"595,000.00",
311211,SABOR CONCENTRADO SANDIA WF-608,,PRODUCTO TERMINADO,1.00,"38,000.00",0.00,"38,000.00","7,220.00",0.00,"45,220.00",
311217,SABOR CONCENTRADO LIMON NATURAL LF-459K X KG,,PRODUCTO TERMINADO,1.00,"38,100.00",0.00,"38,100.00","7,239.00",0.00,"45,339.00",
311219,SABOR CONCENTRADO BROWNIE BF-384 X KG,,PRODUCTO TERMINADO,3.00,"210,740.00",0.00,"210,740.00","40,040.60",0.00,"250,780.60",
311223,SABOR CONCENTRADO COCO CF-222TDC,,PRODUCTO TERMINADO,11.00,"683,448.00",0.00,"683,448.00","129,855.12",0.00,"813,303.12",
311226,SABOR CONCENTRADO LIMON JENGIBRE LF-497T X KG,,PRODUCTO TERMINADO,9.00,"747,500.00",0.00,"747,500.00","142,025.00",0.00,"889,525.00",
311244,SABOR CONCENTRADO FRUTOS ROJOS RF-402 X KG.,,PRODUCTO TERMINADO,83.00,"3,074,400.00",0.00,"3,074,400.00","584,136.00",0.00,"3,658,536.00",
311246,SABOR CONCENTRADO FRUTOS AMARILLOS FF-382R KG.,,PRODUCTO TERMINADO,6.05,"353,400.00",0.00,"353,400.00","67,146.00",0.00,"420,546.00",
311248,SABOR CONCENTRADO AVELLANA AF-480 X KG,,PRODUCTO TERMINADO,6.00,"322,626.00",0.00,"322,626.00","61,298.94",0.00,"383,924.94",
311255,SABOR CONCENTRADO LIMA-LIMON LF-201T X KG.,,PRODUCTO TERMINADO,2.00,"170,800.00",0.00,"170,800.00","32,452.00",0.00,"203,252.00",
311256,SABOR CONCENTRADO UVA GF-602T X KG.,,PRODUCTO TERMINADO,1.00,"56,100.00",0.00,"56,100.00","10,659.00",0.00,"66,759.00",
311261,SABOR CONCENTRADO VAINILLA GOURMET VF-417,,PRODUCTO TERMINADO,-20.00,"-660,000.00",0.00,"-660,000.00","-125,400.00",0.00,"-785,400.00",
311265,SABOR CONCENTRADO LIMONADA DE COCO CF-446,,PRODUCTO TERMINADO,2.00,"83,000.00",0.00,"83,000.00","15,770.00",0.00,"98,770.00",
311272,SABOR CONCENTRADO FRESA NI GC-001T X KG.,,PRODUCTO TERMINADO,25.00,"1,223,500.00",0.00,"1,223,500.00","232,465.00",0.00,"1,455,965.00",
311274,SABOR CONCENTRADO MANZANILLA CF-670 X KL,,PRODUCTO TERMINADO,210.00,"8,458,000.00",0.00,"8,458,000.00","1,607,020.00",0.00,"10,065,020.00",
311278,SABOR CONCENTRADO TRES LECHES TF-653 X KG,,PRODUCTO TERMINADO,84.00,"7,308,000.00","400,200.00","6,907,800.00","1,312,482.00",0.00,"8,220,282.00",
311297,SABOR CONCENTRADO BANANO BF-214DC,,PRODUCTO TERMINADO,8.00,"525,400.00",0.00,"525,400.00","99,826.00",0.00,"625,226.00",
311298,SABOR CONCENTRADO PONQUE PF-249DC,,PRODUCTO TERMINADO,1.00,"121,300.00",0.00,"121,300.00","23,047.00",0.00,"144,347.00",
311301,SABOR CONCENTRADO TOCINETA TF-605,,PRODUCTO TERMINADO,1.00,"53,700.00",0.00,"53,700.00","10,203.00",0.00,"63,903.00",
311906,SABOR CONCENTRADO RON CUBANO RF-258 R,,PRODUCTO TERMINADO,2.00,"173,944.00",0.00,"173,944.00","33,049.36",0.00,"206,993.36",
311908,SABOR CONCENTRADO AREQUIPE AF-625 DC,,PRODUCTO TERMINADO,1.00,"85,000.00",0.00,"85,000.00","16,150.00",0.00,"101,150.00",
311909,SABOR CONCENTRADO CHICLE GF-002,,PRODUCTO TERMINADO,32.00,"2,616,800.00",0.00,"2,616,800.00","497,192.00",0.00,"3,113,992.00",
311910,SABOR CONCENTRADO NARANJA OF-584 T,,PRODUCTO TERMINADO,75.00,"4,600,700.00",0.00,"4,600,700.00","874,133.00",0.00,"5,474,833.00",
311914,SABOR CONCENTRADO LECHE CONDENSADA MF-441,,PRODUCTO TERMINADO,9.50,"607,800.00",0.00,"607,800.00","115,482.00",0.00,"723,282.00",
311928,SABOR CONCENTRADO MORA AZUL BF-421,,PRODUCTO TERMINADO,1.00,"101,400.00",0.00,"101,400.00","19,266.00",0.00,"120,666.00",
311933,SABOR CONCENTRADO HIERBABUENA SF 292T X KG,,PRODUCTO TERMINADO,20.00,"1,043,200.00",0.00,"1,043,200.00","198,208.00",0.00,"1,241,408.00",
311934,SABOR CONCENTRADO LIMONCILLO LF-245T,,PRODUCTO TERMINADO,121.00,"4,498,000.00",0.00,"4,498,000.00","854,620.00",0.00,"5,352,620.00",
311999,SABOR CONCENTRADO COOKIES AND CREAM CF-440,,PRODUCTO TERMINADO,1.00,"55,000.00",0.00,"55,000.00","10,450.00",0.00,"65,450.00",
312006,SABOR CONCENTRADO MARGARINA MF-347DC,,PRODUCTO TERMINADO,16.00,"907,200.00",0.00,"907,200.00","172,368.00",0.00,"1,079,568.00",
312007,SABOR CONCENTRADO NARANJA OF-584ADC,,PRODUCTO TERMINADO,5.00,"366,200.00",0.00,"366,200.00","69,578.00",0.00,"435,778.00",
311304,SABOR CONCENTRADO MANTEQUILLA BF-105R X KL,KGM,MATERIAS PRIMAS,430.00,"6,198,000.00",0.00,"6,198,000.00","1,177,620.00",0.00,"7,375,620.00",
311309,SABOR CONCENTRADO CANELA CF-217DC,KGM,MATERIAS PRIMAS,2.00,"141,800.00",0.00,"141,800.00","26,942.00",0.00,"168,742.00",
311310,SABOR CONCENTRADO MIEL HF-466R X KG,KGM,MATERIAS PRIMAS,30.00,"3,000,000.00",0.00,"3,000,000.00","570,000.00",0.00,"3,570,000.00",
311311,SABOR CONCENTRADO CHOCOLO CF-414,KGM,MATERIAS PRIMAS,7.00,"299,200.00",0.00,"299,200.00","56,848.00",0.00,"356,048.00",
31205,SABOR TRIX AREQUIPE,KGM,MATERIAS PRIMAS,136.00,"6,872,500.00",0.00,"6,872,500.00","1,305,775.00",0.00,"8,178,275.00",
31209,SABOR TRIX CANELA,KGM,MATERIAS PRIMAS,128.00,"4,084,380.00",0.00,"4,084,380.00","776,032.20",0.00,"4,860,412.20",
31210,SABOR TRIX CARAMELO,KGM,MATERIAS PRIMAS,1.00,"43,300.00",0.00,"43,300.00","8,227.00",0.00,"51,527.00",
31215,SABOR TRIX COCO,KGM,MATERIAS PRIMAS,2.00,"79,100.00",0.00,"79,100.00","15,029.00",0.00,"94,129.00",
31223,SABOR TRIX CHOCOLATE,KGM,MATERIAS PRIMAS,111.50,"5,045,250.13",0.00,"5,045,250.13","958,597.52",0.00,"6,003,847.65",
31226,SABOR TRIX FRAMBUESA,KGM,MATERIAS PRIMAS,140.00,"6,355,000.00",0.00,"6,355,000.00","1,197,950.00",0.00,"7,552,950.00",
31227,SABOR TRIX FRESA,KGM,MATERIAS PRIMAS,180.00,"9,107,000.00",0.00,"9,107,000.00","1,730,330.00",0.00,"10,837,330.00",
31227A,SABOR TRIX FRESA SIN COLOR,KGM,MATERIAS PRIMAS,5.00,"224,500.00",0.00,"224,500.00","42,655.00",0.00,"267,155.00",
31230,SABOR TRIX HIERBABUENA,KGM,MATERIAS PRIMAS,35.00,"4,174,600.00",0.00,"4,174,600.00","793,174.00",0.00,"4,967,774.00",
31234,SABOR TRIX LECHE CONDENSADA,KGM,MATERIAS PRIMAS,5.00,"228,200.00",0.00,"228,200.00","43,358.00",0.00,"271,558.00",
31238,SABOR TRIX MANGO,KGM,MATERIAS PRIMAS,2.00,"119,900.00",0.00,"119,900.00","22,781.00",0.00,"142,681.00",
31240,SABOR TRIX MANTECADO,KGM,MATERIAS PRIMAS,105.00,"3,360,000.00",0.00,"3,360,000.00","638,400.00",0.00,"3,998,400.00",
31243,SABOR TRIX MANZANA VERDE,KGM,MATERIAS PRIMAS,3.00,"139,200.00",0.00,"139,200.00","26,448.00",0.00,"165,648.00",
31255,SABOR TRIX NARANJA,KGM,MATERIAS PRIMAS,2.50,"144,300.00",0.00,"144,300.00","27,417.00",0.00,"171,717.00",
31264,SABOR TRIX PIÑA,KGM,MATERIAS PRIMAS,45.00,"1,685,000.00",0.00,"1,685,000.00","320,150.00",0.00,"2,005,150.00",
31264A,SABOR TRIX PIÑA SIN COLOR,KGM,MATERIAS PRIMAS,29.00,"1,148,350.00",0.00,"1,148,350.00","218,186.50",0.00,"1,366,536.50",
31272,SABOR TRIX RON PASAS,KGM,MATERIAS PRIMAS,16.00,"598,500.00",0.00,"598,500.00","113,715.00",0.00,"712,215.00",
31273,SABOR TRIX SANDIA,KGM,MATERIAS PRIMAS,1.00,"35,000.00",0.00,"35,000.00","6,650.00",0.00,"41,650.00",
31278,SABOR TRIX UVA,KGM,MATERIAS PRIMAS,5.00,"234,500.00",0.00,"234,500.00","44,555.00",0.00,"279,055.00",
31278A,SABOR TRIX UVA SIN COLOR,KGM,MATERIAS PRIMAS,6.00,"268,800.00",0.00,"268,800.00","51,072.00",0.00,"319,872.00",
31279,SABOR TRIX VAINILLA N.I,,MATERIAS PRIMAS,408.00,"22,682,800.00",0.00,"22,682,800.00","4,309,732.00",0.00,"26,992,532.00",
31293,JENGIBRE NATURAL EN POLVO X KG,KGM,MATERIAS PRIMAS,182.50,"15,629,000.00",0.00,"15,629,000.00","2,969,510.00",0.00,"18,598,510.00",
31322,SABOR GRITZ LIMON,KGM,MATERIAS PRIMAS,33.00,"1,252,000.00",0.00,"1,252,000.00","237,880.00",0.00,"1,489,880.00",
31332,SABOR GRITZ NARANJA,KGM,MATERIAS PRIMAS,18.00,"738,000.00",0.00,"738,000.00","140,220.00",0.00,"878,220.00",
31351,SABOR GRITZ COFFE DELIGHT X KG,KGM,MATERIAS PRIMAS,14.00,"575,300.00",0.00,"575,300.00","109,307.00",0.00,"684,607.00",
31352,SABOR GRITZ FRUTOS ROJOS,KGM,MATERIAS PRIMAS,5.00,"137,000.00",0.00,"137,000.00","26,030.00",0.00,"163,030.00",
31402,SABOR CONDIMENTO POLVO STAND CANELA,KGM,MATERIAS PRIMAS,279.00,"4,572,214.00",0.00,"4,572,214.00","868,720.66",0.00,"5,440,934.66",
31405,SABOR CONDIMENTO POLVO STAND AREQUIPE,KGM,MATERIAS PRIMAS,13.00,"255,800.00",0.00,"255,800.00","48,602.00",0.00,"304,402.00",
31406,SABOR CONDIMENTO POLVO STAND BANANO,KGM,MATERIAS PRIMAS,22.00,"517,000.00",0.00,"517,000.00","98,230.00",0.00,"615,230.00",
31410,SABOR CONDIMENTO POLVO STAND CARAMELO,KGM,MATERIAS PRIMAS,1.00,"21,000.00",0.00,"21,000.00","3,990.00",0.00,"24,990.00",
31412,SABOR CONDIMENTO POLVO STAND CEREZA,KGM,MATERIAS PRIMAS,32.00,"786,800.00",0.00,"786,800.00","149,492.00",0.00,"936,292.00",
31415,SABOR CONDIMENTO POLVO STAND COCO,,MATERIAS PRIMAS,1.00,"15,000.00",0.00,"15,000.00","2,850.00",0.00,"17,850.00",
31424,SABOR CONDIMENTO POLVO STAND DURAZNO,,MATERIAS PRIMAS,15.10,"759,900.00",0.00,"759,900.00","144,381.00",0.00,"904,281.00",
31426,SABOR CONDIMENTO POLVO STAND FRAMBUESA,,MATERIAS PRIMAS,22.00,"511,000.00",0.00,"511,000.00","97,090.00",0.00,"608,090.00",
31427,SABOR CONDIMENTO POLVO STAND FRESA,,MATERIAS PRIMAS,290.00,"6,959,800.00",0.00,"6,959,800.00","1,322,362.00",0.00,"8,282,162.00",
31434,SABOR CONDIMENTO POLVO STAND LECHE CONDENSADA,,MATERIAS PRIMAS,9.00,"199,600.00",0.00,"199,600.00","37,924.00",0.00,"237,524.00",
31436,SABOR CONDIMENTO POLVO STAND LIMON,,MATERIAS PRIMAS,254.00,"6,251,200.00",0.00,"6,251,200.00","1,187,728.00",0.00,"7,438,928.00",
31442,SABOR CONDIMENTO POLVO STAND MANZANA VERDE,,MATERIAS PRIMAS,22.00,"528,000.00",0.00,"528,000.00","100,320.00",0.00,"628,320.00",
31448,SABOR CONDIMENTO POLVO STAND MENTA,,MATERIAS PRIMAS,6.00,"192,800.00",0.00,"192,800.00","36,632.00",0.00,"229,432.00",
31451,SABOR CONDIMENTO POLVO STAND MORA,,MATERIAS PRIMAS,10.00,"225,000.00",0.00,"225,000.00","42,750.00",0.00,"267,750.00",
31453,SABOR CONDIMENTO POLVO STAND NARANJA,,MATERIAS PRIMAS,157.00,"4,045,300.00",0.00,"4,045,300.00","768,607.00",0.00,"4,813,907.00",
31462,SABOR CONDIMENTO POLVO STAND PIÑA,,MATERIAS PRIMAS,16.00,"360,000.00",0.00,"360,000.00","68,400.00",0.00,"428,400.00",
31476,SABOR CONDIMENTO POLVO STAND UVA,,MATERIAS PRIMAS,9.00,"319,500.00",0.00,"319,500.00","60,705.00",0.00,"380,205.00",
31477,SABOR CONDIMENTO POLVO STAND VAINILLA,,MATERIAS PRIMAS,274.00,"6,094,300.00",0.00,"6,094,300.00","1,157,917.00",0.00,"7,252,217.00",
31481,SABOR CONDIMENTO POLVO STAND UVA SIN COLOR,,MATERIAS PRIMAS,7.00,"228,600.00",0.00,"228,600.00","43,434.00",0.00,"272,034.00",
31482,SABOR CONDIMENTO POLVO STAND MANTEQUILLA,,MATERIAS PRIMAS,5.00,"139,000.00",0.00,"139,000.00","26,410.00",0.00,"165,410.00",
31483,SABOR CONDIMENTO POLVO STAND CAPUCHINO,,MATERIAS PRIMAS,3.00,"107,800.00",0.00,"107,800.00","20,482.00",0.00,"128,282.00",
31489,SABOR CONDIMENTO POLVO STAND SALPICON,,MATERIAS PRIMAS,30.00,"747,030.00",0.00,"747,030.00","141,935.70",0.00,"888,965.70",
31490,SABOR CONDIMENTO POLVO STAND FRUTOS ROJOS,,MATERIAS PRIMAS,64.00,"1,538,800.00",0.00,"1,538,800.00","292,372.00",0.00,"1,831,172.00",
31491,SABOR CONDIMENTO POLVO STAND BROWNIE.,,MATERIAS PRIMAS,5.00,"144,500.00",0.00,"144,500.00","27,455.00",0.00,"171,955.00",
31492,SABOR CONDIMENTO POLVO STAND MANZANILLA,,MATERIAS PRIMAS,20.00,"466,000.00",0.00,"466,000.00","88,540.00",0.00,"554,540.00",
31493,SABOR CONDIMENTO POLVO STAND CIDRON,,MATERIAS PRIMAS,10.00,"277,000.00",0.00,"277,000.00","52,630.00",0.00,"329,630.00",
31494,SABOR CONDIMENTO POLVO STAND LIMON JENGIBRE,,MATERIAS PRIMAS,102.00,"2,757,800.00",0.00,"2,757,800.00","523,982.00",0.00,"3,281,782.00",
31502,COLOR CARAMELO COLSABOR GARRAFA X 5 KG,,PRODUCTO TERMINADO,902.00,"35,232,100.00",0.00,"35,232,100.00","6,694,099.00",0.00,"41,926,199.00",
31503,COLOR CARAMELO COLSABOR FRASCO X 650 GR,,PRODUCTO TERMINADO,369.00,"3,336,200.00",0.00,"3,336,200.00","633,878.00",0.00,"3,970,078.00",
31504,COLOR CARAMELO COLSABOR FRASCO X 90 G,,PRODUCTO TERMINADO,"2,906.00","7,940,530.00",0.00,"7,940,530.00","1,508,700.70",0.00,"9,449,230.70",
31507,COLOR CARAMELO COLSABOR X 25 KG,,PRODUCTO TERMINADO,141.00,"32,574,801.00",0.00,"32,574,801.00","6,189,212.19",0.00,"38,764,013.19",
315100,COLOR FUCSIA GOTERO X 14 GR,,PRODUCTO TERMINADO,4.00,"11,750.00",0.00,"11,750.00","2,232.50",0.00,"13,982.50",
315101,COLOR PIEL GOTERO X 14 GR,,PRODUCTO TERMINADO,373.00,"516,300.00",0.00,"516,300.00","98,097.00",0.00,"614,397.00",
315102,COLOR NARANJA GOTERO X 14 GRS,,PRODUCTO TERMINADO,"2,100.00","3,040,490.00",0.00,"3,040,490.00","577,693.10",0.00,"3,618,183.10",
315103,COLOR ROSADO GOTERO X 14 GR,,PRODUCTO TERMINADO,1.00,"1,350.00",0.00,"1,350.00",256.50,0.00,"1,606.50",
315104,COLOR LILA GOTERO X 14 GR,,PRODUCTO TERMINADO,895.00,"1,322,750.00",0.00,"1,322,750.00","251,322.50",0.00,"1,574,072.50",
315105,COLOR VERDE LIMON GOTERO X 14 GR,,PRODUCTO TERMINADO,133.00,"193,350.00",0.00,"193,350.00","36,736.50",0.00,"230,086.50",
315108,COLOR CARAMELO GOTERO X 14 GR,,PRODUCTO TERMINADO,210.00,"315,650.00",0.00,"315,650.00","59,973.50",0.00,"375,623.50",
315109,COLOR NEGRO GOTERO X 14 GRS,,PRODUCTO TERMINADO,"1,140.00","1,609,760.00",0.00,"1,609,760.00","305,854.40",0.00,"1,915,614.40",
315110,COLOR CAFE GOTERO X 14 GRS,,PRODUCTO TERMINADO,600.00,"849,800.00",0.00,"849,800.00","161,462.00",0.00,"1,011,262.00",
315111,COLOR BLANCO GOTERO X 14 GR,,PRODUCTO TERMINADO,984.00,"1,409,150.00",0.00,"1,409,150.00","267,738.50",0.00,"1,676,888.50",
