,,,,,,,,,,,
Ventas por producto,,,,,,,,,,,
COLOMBIANA DE SABORES S.A.S. COLSABOR S.A.S.,,,,,,,,,,,
811003961-9,,,,,,,,,,,
De Enero 01 2025 a Diciembre 31 2025 ,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Código producto,Nombre producto,Referencia fábrica,Grupo inventario,Cantidad vendida,Valor bruto,Descuento,Subtotal,Impuesto cargo,Impuesto retención,Total,
318630,ESENCIA MOSCATEL CAKE X 500 CC,,PRODUCTO TERMINADO,13.00,"60,450.00",0.00,"60,450.00","11,485.50",0.00,"71,935.50",
318632,ESENCIA CAFE CAKE X 20 LT,,PRODUCTO TERMINADO,7.00,"721,000.00",0.00,"721,000.00","136,990.00",0.00,"857,990.00",
318950,ESENCIA MOSCATEL CAKE X 4 LT,,PRODUCTO TERMINADO,89.00,"1,511,606.00",0.00,"1,511,606.00","287,205.14",0.00,"1,798,811.14",
318952,ESENCIA MOSCATEL CAKE X 20 LT,,PRODUCTO TERMINADO,65.00,"3,425,600.00",0.00,"3,425,600.00","650,864.00",0.00,"4,076,464.00",
318972,ESENCIA MOSCATEL CAKE CONCENTRADO X 20 LTS,,PRODUCTO TERMINADO,33.00,"2,016,200.00",0.00,"2,016,200.00","383,078.00",0.00,"2,399,278.00",
31912,AROMA MENTA MA-593,,PRODUCTO TERMINADO,5.00,"947,500.00",0.00,"947,500.00","180,025.00",0.00,"1,127,525.00",
,,,,,,0.00,"57,900.00","11,001.00",0.00,"68,901.00",
31922,UVA AROMA GA-554 DA,,PRODUCTO TERMINADO,20.00,"1,727,000.00","23,125.00","1,703,875.00","323,736.25",0.00,"2,027,611.25",
31923,CEREZA AROMA CA-311 DA,,PRODUCTO TERMINADO,10.00,"600,000.00",0.00,"600,000.00","114,000.00",0.00,"714,000.00",
31927,LAVANDA AROMA LA-530,,PRODUCTO TERMINADO,60.00,"2,700,000.00",0.00,"2,700,000.00","513,000.00",0.00,"3,213,000.00",
31930,LIMON AROMA LA 529 X KG,,PRODUCTO TERMINADO,22.00,"1,498,200.00",0.00,"1,498,200.00","284,658.00",0.00,"1,782,858.00",
31931,COCO AROMA CA-640,,PRODUCTO TERMINADO,34.00,"1,783,750.00",0.00,"1,783,750.00","338,912.50",0.00,"2,122,662.50",
32000,ESENCIA MISSFLAVOR BANANO X 3850 CC,,PRODUCTO TERMINADO,339.00,"7,371,800.00",0.00,"7,371,800.00","1,400,642.00",0.00,"8,772,442.00",
32002,ESENCIA MISSFLAVOR MANTECADO X 3850 CC,,PRODUCTO TERMINADO,9.00,"198,100.00",0.00,"198,100.00","37,639.00",0.00,"235,739.00",
32003,ESENCIA MISSFLAVOR MARGARINA X 3850 CC,,PRODUCTO TERMINADO,7.00,"156,000.00",0.00,"156,000.00","29,640.00",0.00,"185,640.00",
32007,ESENCIA MISSFLAVOR MANTEQUILLA X 3850 CC,,PRODUCTO TERMINADO,"1,814.00","38,996,800.00",0.00,"38,996,800.00","7,409,392.00",0.00,"46,406,192.00",
32008,ESENCIA MISSFLAVOR CANELA X 3850 CC.,,PRODUCTO TERMINADO,168.00,"3,618,250.00",0.00,"3,618,250.00","687,467.50",0.00,"4,305,717.50",
32011,ESENCIA MISSFLAVOR PIÑA X 3850 CC,,PRODUCTO TERMINADO,39.00,"859,650.00",0.00,"859,650.00","163,333.50",0.00,"1,022,983.50",
32104,ESENCIA MISSFLAVOR QUESO X 500 CC,,PRODUCTO TERMINADO,65.00,"243,850.00",0.00,"243,850.00","46,331.50",0.00,"290,181.50",
32105,ESENCIA MISSFLAVOR VAINILLA BLANCA X 500 CC,,PRODUCTO TERMINADO,263.00,"1,001,000.00",0.00,"1,001,000.00","190,190.00",0.00,"1,191,190.00",
32111,ESENCIA MISSFLAVOR PIÑA X 500 CC,,PRODUCTO TERMINADO,5.00,"18,400.00",0.00,"18,400.00","3,496.00",0.00,"21,896.00",
32200,ESENCIA MISSFLAVOR AREQUIPE X 20 LTS,,PRODUCTO TERMINADO,31.00,"2,860,800.00",0.00,"2,860,800.00","543,552.00",0.00,"3,404,352.00",
32201,ESENCIA MISSFLAVOR BANANO X 20 LT,,PRODUCTO TERMINADO,2.00,"178,000.00",0.00,"178,000.00","33,820.00",0.00,"211,820.00",
32203,ESENCIA MISSFLAVOR VAINILLA NEGRA X 20 LT,,PRODUCTO TERMINADO,10.00,"906,000.00",0.00,"906,000.00","172,140.00",0.00,"1,078,140.00",
32205,ESENCIA MISSFLAVOR QUESO X 20 LT,,PRODUCTO TERMINADO,2.00,"178,000.00",0.00,"178,000.00","33,820.00",0.00,"211,820.00",
32206,ESENCIA MISSFLAVOR NARANJA X 20 LTS,,PRODUCTO TERMINADO,15.00,"1,335,000.00",0.00,"1,335,000.00","253,650.00",0.00,"1,588,650.00",
32207,ESENCIA MISSFLAVOR VAINILLA BLANCA X 20 LT,,PRODUCTO TERMINADO,47.00,"4,298,400.00",0.00,"4,298,400.00","816,696.00",0.00,"5,115,096.00",
32208,ESENCIA MISSFLAVOR MANTEQUILLA X 20 LT,,PRODUCTO TERMINADO,942.00,"85,532,460.00",0.00,"85,532,460.00","16,251,167.40",0.00,"101,783,627.40",
32209,ESENCIA MISSFLAVOR CANELA X 20 LTS.,,PRODUCTO TERMINADO,3.00,"282,178.00",0.00,"282,178.00","53,613.82",0.00,"335,791.82",
32211,ESENCIA MISSFLAVOR AREQUIPE X 3850 CC,,PRODUCTO TERMINADO,"1,171.00","25,366,850.00",0.00,"25,366,850.00","4,819,701.50",0.00,"30,186,551.50",
32212,ESENCIA MISSFLAVOR COCO X 20 LTS.,,PRODUCTO TERMINADO,29.00,"2,629,600.00",0.00,"2,629,600.00","499,624.00",0.00,"3,129,224.00",
32604,ESENCIA MISSFLAVOR MANTEQUILLA X 10 LTS.,,PRODUCTO TERMINADO,63.00,"3,381,400.00",0.00,"3,381,400.00","642,466.00",0.00,"4,023,866.00",
32610,ESENCIA COLSABOR LIMON X 10 LTS,,PRODUCTO TERMINADO,1.00,"75,000.00",0.00,"75,000.00","14,250.00",0.00,"89,250.00",
32611,ESENCIA COLSABOR NATA X 10 LTS,,PRODUCTO TERMINADO,2.00,"105,000.00",0.00,"105,000.00","19,950.00",0.00,"124,950.00",
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,0.00,"85,422.00","16,230.18",0.00,"101,652.18",
,,,,,,0.00,"354,100.00","67,279.00",0.00,"421,379.00",
,,,,,,,,,,,
,,,,,,,,,,,
32801,JARABE DE CEREZA X KG.,,PRODUCTO TERMINADO,75.00,"632,550.00",0.00,"632,550.00","120,184.50",0.00,"752,734.50",
32803,JARABE DE LIMON X KG.,,PRODUCTO TERMINADO,11.00,"88,750.00",0.00,"88,750.00","16,862.50",0.00,"105,612.50",
32805,JARABE DE MANDARINA X KG.,,PRODUCTO TERMINADO,10.50,"86,125.00",0.00,"86,125.00","16,363.75",0.00,"102,488.75",
32806,JARABE DE UVA X KG,,PRODUCTO TERMINADO,10.00,"83,500.00",0.00,"83,500.00","15,865.00",0.00,"99,365.00",
32807,JARABE DE PIÑA X KG,,PRODUCTO TERMINADO,10.00,"83,500.00",0.00,"83,500.00","15,865.00",0.00,"99,365.00",
32808,JARABE DE FRUTOS ROJOS X KG,,PRODUCTO TERMINADO,60.00,"501,000.00",0.00,"501,000.00","95,190.00",0.00,"596,190.00",
32809,JARABE DE MANGO BICHE X KG,,PRODUCTO TERMINADO,81.00,"675,500.00",0.00,"675,500.00","128,345.00",0.00,"803,845.00",
32810,JARABE DE MARACUYA X KG,,PRODUCTO TERMINADO,80.00,"668,000.00",0.00,"668,000.00","126,920.00",0.00,"794,920.00",
32812,JARABE DE CHICLE X KG,,PRODUCTO TERMINADO,112.00,"930,600.00",0.00,"930,600.00","176,814.00",0.00,"1,107,414.00",
32813,JARABE DE FRESA X KG,,PRODUCTO TERMINADO,50.00,"417,500.00",0.00,"417,500.00","79,325.00",0.00,"496,825.00",
32814,JARABE DE MORA X KG,,PRODUCTO TERMINADO,10.00,"83,500.00",0.00,"83,500.00","15,865.00",0.00,"99,365.00",
32816,JARABE DE SANDIA X KG,,PRODUCTO TERMINADO,40.00,"334,000.00",0.00,"334,000.00","63,460.00",0.00,"397,460.00",
32817,JARABE DE MANZANA VERDE X KG,,PRODUCTO TERMINADO,10.00,"83,500.00",0.00,"83,500.00","15,865.00",0.00,"99,365.00",
32818,JARABE DE KOLA ROJA X KG.,,PRODUCTO TERMINADO,91.00,"758,000.00",0.00,"758,000.00","144,020.00",0.00,"902,020.00",
32819,JARABE DE TUTTI FRUTTI X KG.,,PRODUCTO TERMINADO,10.00,"83,500.00",0.00,"83,500.00","15,865.00",0.00,"99,365.00",
32826G,JARABE NEUTRO GRANISABOR 70 X KG,,PRODUCTO TERMINADO,2.00,"15,800.00",0.00,"15,800.00","3,002.00",0.00,"18,802.00",
35102,ESENCIA MISSFLAVOR VAINILLA BLANCA X 3850 CC,,PRODUCTO TERMINADO,"1,861.00","40,273,000.00",0.00,"40,273,000.00","7,651,870.00",0.00,"47,924,870.00",
35103,ESENCIA MISSFLAVOR COCO X 3850 CC,,PRODUCTO TERMINADO,560.00,"11,950,620.00",0.00,"11,950,620.00","2,270,617.80",0.00,"14,221,237.80",
35107,ESENCIA MISSFLAVOR PONQUE X 3850 CC,,PRODUCTO TERMINADO,166.00,"3,540,000.00",0.00,"3,540,000.00","672,600.00",0.00,"4,212,600.00",
35108,ESENCIA MISSFLAVOR QUESO X 3850 CC,,PRODUCTO TERMINADO,278.00,"5,955,450.00",0.00,"5,955,450.00","1,131,535.50",0.00,"7,086,985.50",
35109,ESENCIA MISSFLAVOR RON CON PASAS X 3850 CC,,PRODUCTO TERMINADO,43.00,"930,050.00",0.00,"930,050.00","176,709.50",0.00,"1,106,759.50",
35110,ESENCIA MISSFLAVOR NARANJA X 3850 CC,,PRODUCTO TERMINADO,301.00,"6,558,550.00",0.00,"6,558,550.00","1,246,124.50",0.00,"7,804,674.50",
35112,ESENCIA MISSFLAVOR VAINILLA NEGRA X 3850 CC,,PRODUCTO TERMINADO,166.00,"3,581,350.00",0.00,"3,581,350.00","680,456.50",0.00,"4,261,806.50",
35201,ESENCIA MISSFLAVOR MANTEQUILLA X 500 CC,,PRODUCTO TERMINADO,188.00,"711,300.00",0.00,"711,300.00","135,147.00",0.00,"846,447.00",
35203,ESENCIA MISSFLAVOR COCO X 500 CC,,PRODUCTO TERMINADO,64.00,"260,900.00",0.00,"260,900.00","49,571.00",0.00,"310,471.00",
35204,ESENCIA MISSFLAVOR BANANO X 500 CC,,PRODUCTO TERMINADO,47.00,"208,300.00",0.00,"208,300.00","39,577.00",0.00,"247,877.00",
35205,ESENCIA MISSFLAVOR AREQUIPE X 500 CC,,PRODUCTO TERMINADO,74.00,"310,950.00",0.00,"310,950.00","59,080.50",0.00,"370,030.50",
35206,ESENCIA MISSFLAVOR PONQUE X 500 CC,,PRODUCTO TERMINADO,21.00,"83,900.00",0.00,"83,900.00","15,941.00",0.00,"99,841.00",
35207,ESENCIA MISSFLAVOR NARANJA X 500 CC,,PRODUCTO TERMINADO,77.00,"298,800.00",0.00,"298,800.00","56,772.00",0.00,"355,572.00",
35208,ESENCIA MISSFLAVOR VAINILLA NEGRA X 500 CC,,PRODUCTO TERMINADO,30.00,"113,650.00",0.00,"113,650.00","21,593.50",0.00,"135,243.50",
35209,ESENCIA MISSFLAVOR CANELA X 500 CC,,PRODUCTO TERMINADO,49.00,"184,400.00",0.00,"184,400.00","35,036.00",0.00,"219,436.00",
35210,ESENCIA MISSFLAVOR RON CON PASAS X 500 CC,,PRODUCTO TERMINADO,30.00,"112,800.00",0.00,"112,800.00","21,432.00",0.00,"134,232.00",
401189,ANTIMOHO X KL,,MATERIAS PRIMAS,29.50,"284,550.00",0.00,"284,550.00","54,064.50",0.00,"338,614.50",
406014,SABOR CONCENTRADO CARAMELO CF-225 X KL,,PRODUCTO EN PROCESO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
406015,SABOR CONCENTRADO CEBOLLA OC-615 X KL,,PRODUCTO EN PROCESO,0.10,"12,670.00",0.00,"12,670.00","2,407.30",0.00,"15,077.30",
406049,SABOR CONCENTRADO LECHE CONDENSADA LF-202 X KL,,PRODUCTO EN PROCESO,1.00,"65,100.00",0.00,"65,100.00","12,369.00",0.00,"77,469.00",
406055,SABOR CONCENTRADO MANGO BICHE MF-295 X KL,,PRODUCTO EN PROCESO,0.24,"10,500.00",0.00,"10,500.00","1,995.00",0.00,"12,495.00",
406083,SABOR CONCENTRADO CAFE CF-596R,,PRODUCTO EN PROCESO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
406090,SABOR CONCENTRADO PIÑA PF-250T X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406092,SABOR CONCENTRADO PIÑA COLADA PF-257 X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406100,SABOR CONCENTRADO RON RF-400 X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406145,SABOR CONCENTRADO AREQUIPE AF-208 X KL,,PRODUCTO EN PROCESO,0.53,"36,800.00",0.00,"36,800.00","6,992.00",0.00,"43,792.00",
406173,SABOR CONCENTRADO CREMA DE WHISKEY WF-373 X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406174,SABOR CONCENTRADO FRESA SF-350 X KL,,PRODUCTO EN PROCESO,1.50,"52,500.00",0.00,"52,500.00","9,975.00",0.00,"62,475.00",
406175,SABOR CONCENTRADO FRESA NI GC-001 X KG.,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406191,SABOR CONCENTRADO SANDIA WF-608 X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406194,SABOR CONCENTRADO SANDIA WF-608T X KL,,PRODUCTO EN PROCESO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
406209,SABOR CONCENTRADO NARANJA OF-584 T X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
406311,SABOR CONCENTRADO MANZANILLA CF-670 X KL,,PRODUCTO EN PROCESO,0.18,"50,400.00",0.00,"50,400.00","9,576.00",0.00,"59,976.00",
40633,SABOR CONCENTRADO LIMON LF-238T,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
40655,SABOR CONCENTRADO HIERBABUENA SF-292T X KG,,PRODUCTO EN PROCESO,0.06,"18,000.00",0.00,"18,000.00","3,420.00",0.00,"21,420.00",
40670,SABOR CONCENTRADO CANELA CF-217DC X KG,,PRODUCTO EN PROCESO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
40676,SABOR CONCENTRADO MORAZUL BF-445T X KL,,PRODUCTO EN PROCESO,0.06,"16,800.00",0.00,"16,800.00","3,192.00",0.00,"19,992.00",
407005,SABOR TRIX BANANO X KL,,PRODUCTO EN PROCESO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
407022,SABOR TRIX CHOCOLATE X KL,,PRODUCTO EN PROCESO,0.25,"13,925.00",0.00,"13,925.00","2,645.75",0.00,"16,570.75",
407086,SABOR TRIX MILO X KG,,PRODUCTO EN PROCESO,0.08,"8,480.00",0.00,"8,480.00","1,611.20",0.00,"10,091.20",
409009,SABOR POLVO STAND CEBOLLA X KL,,PRODUCTO EN PROCESO,0.10,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
409089,SABOR POLVO STAND FRESA SIN COLOR X KL,,PRODUCTO EN PROCESO,7.00,"168,000.00",0.00,"168,000.00","31,920.00",0.00,"199,920.00",
409101,SABOR POLVO STAND LIMON JENGIBRE X KL,,PRODUCTO EN PROCESO,0.03,"8,403.60",0.00,"8,403.60","1,596.68",0.00,"10,000.28",
411049,COLOR CHOCOLATE PARDO PURO X KL,,PRODUCTO EN PROCESO,0.05,0.05,0.00,0.05,0.01,0.00,0.06,
41600,JARABE NEUTRO X KG,,PRODUCTO EN PROCESO,2.00,"12,400.00",0.00,"12,400.00","2,356.00",0.00,"14,756.00",
41616G,ESENCIA GRANIZADO SANDIA X KG,,PRODUCTO EN PROCESO,20.00,"220,000.00",0.00,"220,000.00","41,800.00",0.00,"261,800.00",
101202R,R202R,,MATERIAS PRIMAS,500.00,"42,950.00",0.00,"42,950.00","8,160.50",0.00,"51,110.50",
30348,ESENCIA COLSABOR TRES LECHE X 500 CC,,PRODUCTO TERMINADO,117.00,"645,170.00",0.00,"645,170.00","122,582.30",0.00,"767,752.30",
30481,ESENCIA COLSABOR TRES LECHE X 70 CC,,PRODUCTO TERMINADO,51.00,"116,850.00","14,994.00","101,856.00","19,352.64",0.00,"121,208.64",
30281,ESENCIA COLSABOR TRES LECHES X 3850 CC,,PRODUCTO TERMINADO,43.00,"1,622,700.00",0.00,"1,622,700.00","308,313.00",0.00,"1,931,013.00",
311283,SABOR CONCENTRADO TROPICAL TF-656,,PRODUCTO TERMINADO,21.00,"1,106,700.00",0.00,"1,106,700.00","210,273.00",0.00,"1,316,973.00",
311285,SABOR CONCENTRADO COCO CF-420RT X KG,,PRODUCTO TERMINADO,35.00,"2,100,000.00",0.00,"2,100,000.00","399,000.00",0.00,"2,499,000.00",
311286,SABOR CONCENTRADO MAYONESA MF-665R X KL,,PRODUCTO TERMINADO,1.00,"28,500.00",0.00,"28,500.00","5,415.00",0.00,"33,915.00",
311287,SABOR CONCENTRADO MENTAPIPERITA MF-343A X KG,,PRODUCTO TERMINADO,"2,297.20","167,794,800.00","375,000.00","167,419,800.00","31,809,762.00",0.00,"199,229,562.00",
315259,COLOR AZUL CLARO LIQUIDO X 80 GR,,PRODUCTO TERMINADO,3.00,"12,600.00",0.00,"12,600.00","2,394.00",0.00,"14,994.00",
315262,COLOR AMARILLO HUEVO X 14 CC,,PRODUCTO TERMINADO,100.00,"149,000.00",0.00,"149,000.00","28,310.00",0.00,"177,310.00",
315263,COLOR VERDE MANZANA X 14 CC,,PRODUCTO TERMINADO,2.00,"1,900.00",0.00,"1,900.00",361.00,0.00,"2,261.00",
32250,ESENCIA MISSFLAVOR BANANO X 1 LT,,PRODUCTO TERMINADO,4.00,"21,000.00",0.00,"21,000.00","3,990.00",0.00,"24,990.00",
32251,ESENCIA MISSFLAVOR AREQUIPE X 1 LT,,PRODUCTO TERMINADO,5.00,"27,950.00",0.00,"27,950.00","5,310.50",0.00,"33,260.50",
32252,ESENCIA MISSFLAVOR COCO X 1 LT,,PRODUCTO TERMINADO,5.00,"28,200.00",0.00,"28,200.00","5,358.00",0.00,"33,558.00",
32254,ESENCIA MISSFLAVOR RON CON PASAS X 1 LT,,PRODUCTO TERMINADO,6.00,"32,800.00",0.00,"32,800.00","6,232.00",0.00,"39,032.00",
32256,ESENCIA MISSFLAVOR VAINILLA BLANCA X 1 LT,,PRODUCTO TERMINADO,2.00,"14,400.00",0.00,"14,400.00","2,736.00",0.00,"17,136.00",
32257,ESENCIA MISSFLAVOR PONQUE 1 LT,,PRODUCTO TERMINADO,6.00,"32,800.00",0.00,"32,800.00","6,232.00",0.00,"39,032.00",
34001,ESENCIA BAKERMAN VAINILLA BLANCA X 1 LTS,,PRODUCTO TERMINADO,888.00,"10,156,500.00",0.00,"10,156,500.00","1,929,735.00",0.00,"12,086,235.00",
101260,R260,,MATERIAS PRIMAS,"1,000.00","199,000.00",0.00,"199,000.00","37,810.00",0.00,"236,810.00",
30902,ESENCIA BAKERMAN AREQUIPE X 500 CC,,PRODUCTO TERMINADO,55.00,"233,900.00",0.00,"233,900.00","44,441.00",0.00,"278,341.00",
30203,ESENCIA COLSABOR AREQUIPE X 3850 CC,,PRODUCTO TERMINADO,36.00,"1,280,000.00",0.00,"1,280,000.00","243,200.00",0.00,"1,523,200.00",
30233,ESENCIA COLSABOR NARANJA X 3850 CC,,PRODUCTO TERMINADO,45.00,"1,793,900.00",0.00,"1,793,900.00","340,841.00",0.00,"2,134,741.00",
32501,FLETE A LIQUIDAR,,SERVICIOS,103.00,"3,262,439.00",0.00,"3,262,439.00",0.00,0.00,"3,262,439.00",
31496,SABOR POLVO STAND COOKIES AND CREAM,KG,PRODUCTO TERMINADO,63.00,"1,693,000.00",0.00,"1,693,000.00","321,670.00",0.00,"2,014,670.00",
32612,ESENCIA MISSFLAVOR CANELA X 10 LTS.,,PRODUCTO TERMINADO,4.00,"199,000.00",0.00,"199,000.00","37,810.00",0.00,"236,810.00",
32613,ESENCIA MISSFLAVOR PONQUE X 10 LTS.,,PRODUCTO TERMINADO,2.00,"110,000.00",0.00,"110,000.00","20,900.00",0.00,"130,900.00",
30130,ESENCIA COLSABOR MARACUYA X 20 LTS,,PRODUCTO TERMINADO,1.00,"240,000.00",0.00,"240,000.00","45,600.00",0.00,"285,600.00",
315200,COLOR VERDE MANZANA X 80 GR,,PRODUCTO TERMINADO,2.00,"11,250.00",0.00,"11,250.00","2,137.50",0.00,"13,387.50",
32260,ESENCIA MISSFLAVOR MANQUILLA X 1 LT,,PRODUCTO TERMINADO,3.00,"19,500.00",0.00,"19,500.00","3,705.00",0.00,"23,205.00",
317109,SABOR CONCENTRADO PISTACHO PF-659 ,,PRODUCTO TERMINADO,1.00,"84,500.00",0.00,"84,500.00","16,055.00",0.00,"100,555.00",
32615,ESENCIA MISSFLAVOR NARANJA X 10LTS,,PRODUCTO TERMINADO,5.00,"221,150.00",0.00,"221,150.00","42,018.50",0.00,"263,168.50",
315270,COLOR AZUL GEL X 80 GR,,PRODUCTO TERMINADO,5.00,"21,800.00",0.00,"21,800.00","4,142.00",0.00,"25,942.00",
315271,COLOR AMARILLO GEL X 80,,PRODUCTO TERMINADO,3.00,"12,600.00",0.00,"12,600.00","2,394.00",0.00,"14,994.00",
315272,COLOR NARANJA GEL X 80,,PRODUCTO TERMINADO,2.00,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
31285,SABOR TRIX VAINILLA Z,,PRODUCTO TERMINADO,305.00,"12,053,100.00",0.00,"12,053,100.00","2,290,089.00",0.00,"14,343,189.00",
315273,COLOR ROJO GEL X 80,,PRODUCTO TERMINADO,12.00,"52,400.00",0.00,"52,400.00","9,956.00",0.00,"62,356.00",
315274,COLOR ROSADO 2 GEL X 80,,PRODUCTO TERMINADO,5.00,"24,300.00",0.00,"24,300.00","4,617.00",0.00,"28,917.00",
315280,COLOR TERRACOTA GOTERO X 14 GR,,PRODUCTO TERMINADO,50.00,"74,500.00",0.00,"74,500.00","14,155.00",0.00,"88,655.00",
315275,COLOR NEGRO GEL X 80,,PRODUCTO TERMINADO,7.00,"32,600.00",0.00,"32,600.00","6,194.00",0.00,"38,794.00",
31354,SABOR GRITZ CLAVO CANELA,,PRODUCTO TERMINADO,30.00,"1,435,200.00",0.00,"1,435,200.00","272,688.00",0.00,"1,707,888.00",
320001,ESENCIA COLSABOR VAINILLA BLANCA Z X 70 CC,,PRODUCTO TERMINADO,"16,845.00","34,378,510.00","44,268.00","34,334,242.00","6,523,505.98",0.00,"40,857,747.98",
320002,ESENCIA COLSABOR VAINILLA BLANCA Z X 500 CC,,PRODUCTO TERMINADO,"5,138.00","40,052,924.00","68,306.00","39,984,618.00","7,597,077.42",0.00,"47,581,695.42",
320003,ESENCIA COLSABOR VAINILLA BLANCA Z X 3850 CC,,PRODUCTO TERMINADO,231.00,"12,084,000.00",0.00,"12,084,000.00","2,295,960.00",0.00,"14,379,960.00",
320004,ESENCIA COLSABOR VAINILLA BLANCA Z X 10 LT,,PRODUCTO TERMINADO,9.00,"1,033,000.00",0.00,"1,033,000.00","196,270.00",0.00,"1,229,270.00",
320005,ESENCIA COLSABOR VAINILLA BLANCA Z X 20 LT,,PRODUCTO TERMINADO,152.00,"41,872,100.00","1,216,000.00","40,656,100.00","7,724,659.00",0.00,"48,380,759.00",
320011,ESENCIA COLSABOR VAINILLA NEGRA Z X 70 CC,,PRODUCTO TERMINADO,"7,351.00","15,105,359.00","103,887.00","15,001,472.00","2,850,279.68",0.00,"17,851,751.68",
320012,ESENCIA COLSABOR VAINILLA NEGRA Z X 500 CC,,PRODUCTO TERMINADO,"1,846.00","14,857,095.00","168,266.00","14,688,829.00","2,790,877.51",0.00,"17,479,706.51",
320013,ESENCIA COLSABOR VAINILLA NEGRA Z X 3850CC,,PRODUCTO TERMINADO,100.00,"5,478,901.00",0.00,"5,478,901.00","1,040,991.19",0.00,"6,519,892.19",
320015,ESENCIA COLSABOR VAINILLA NEGRA Z X 20 LT,,PRODUCTO TERMINADO,67.00,"14,696,700.00",0.00,"14,696,700.00","2,792,373.00",0.00,"17,489,073.00",
320021,ESENCIA BAKERMAN VAINILLA BLANCA Z X 500 CC,,PRODUCTO TERMINADO,105.00,"505,320.00",0.00,"505,320.00","96,010.80",0.00,"601,330.80",
320023,ESENCIA BAKERMAN VAINILLA NEGRA Z X 500 CC,,PRODUCTO TERMINADO,57.00,"269,550.00",0.00,"269,550.00","51,214.50",0.00,"320,764.50",
320025,ESENCIA BAKERMAN VAINILLA BLANCA Z X 3850 CC,,PRODUCTO TERMINADO,170.00,"4,867,800.00",0.00,"4,867,800.00","924,882.00",0.00,"5,792,682.00",
320027,ESENCIA BAKERMAN VAINILLA NEGRA Z X 3850 CC,,PRODUCTO TERMINADO,25.00,"711,400.00",0.00,"711,400.00","135,166.00",0.00,"846,566.00",
320029,ESENCIA BAKERMAN VAINILLA BLANCA Z X 10 LT,,PRODUCTO TERMINADO,11.00,"716,950.00",0.00,"716,950.00","136,220.50",0.00,"853,170.50",
320031,ESENCIA BAKERMAN VAINILLA NEGRA Z X 10 LT,,PRODUCTO TERMINADO,4.00,"333,950.00",0.00,"333,950.00","63,450.50",0.00,"397,400.50",
320033,ESENCIA BAKERMAN VAINILLA BLANCA Z X 20 LT,,PRODUCTO TERMINADO,21.00,"3,683,300.00",0.00,"3,683,300.00","699,827.00",0.00,"4,383,127.00",
320035,ESENCIA BAKERMAN VAINILLA NEGRA Z X 20 LT,,PRODUCTO TERMINADO,106.00,"18,925,150.00",0.00,"18,925,150.00","3,595,778.50",0.00,"22,520,928.50",
320037,SABOR CONCENTRADO VAINILEO VF-275R Z,,PRODUCTO TERMINADO,533.00,"28,531,900.00","4,174,200.00","24,357,700.00","4,627,963.00",0.00,"28,985,663.00",
320038,SABOR CONCENTRADO VAINILEO VF-275 RDC Z,,PRODUCTO TERMINADO,852.00,"53,885,000.00","30,950.00","53,854,050.00","10,232,269.50",0.00,"64,086,319.50",
420011,SABOR CONCENTRADO VAINILLA VF-308 Z X KL,,PRODUCTO EN PROCESO,0.03,"8,400.00",0.00,"8,400.00","1,596.00",0.00,"9,996.00",
320039,SABOR CONCENTRADO VAINILLA VF-308 Z,,PRODUCTO TERMINADO,"1,380.00","44,085,400.00","149,475.00","43,935,925.00","8,347,825.75",0.00,"52,283,750.75",
320040,SABOR CONCENTRADO VAINILLA VF-308T Z,,PRODUCTO TERMINADO,5.00,"229,400.00",0.00,"229,400.00","43,586.00",0.00,"272,986.00",
320041,SABOR CONCENTRADO VAINILLA VF-417 Z,,PRODUCTO TERMINADO,"1,364.00","43,682,400.00","4,352,000.00","39,330,400.00","7,472,776.00",0.00,"46,803,176.00",
311214,SABOR CONCENTRADO SANDIA WF-608 T,,PRODUCTO TERMINADO,2.50,"99,600.00",0.00,"99,600.00","18,924.00",0.00,"118,524.00",
